date       | user_id | username            | Total_Money | Time | Sent_Money | Rece_Money | Driven_distance | GEarned_by_driving | Lost_by_driving | Total_Wealth | Hard_crashes | Lost_by_stealing | Mail_Courier_Delivered_parcels | Mail_Courier_Delivered_kg | Mail_Courier_Driven_distance | Mail_Courier_Earned_money | Mail_Courier_Paid_penalties | Taxiing_Paid_penalties
2026-02-03 | 42258   | kriszti_09          |         216 |    0 |          0 |          0 |               7 |                114 |             146 |          208 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 45229   | jesus alf           |         194 |    0 |          0 |          0 |               7 |                147 |              22 |          217 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 39516   | mehmetgulec         |         191 |    0 |          0 |          0 |              12 |                192 |               1 |          196 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 4166    | Valen               |         185 |    0 |          0 |          0 |               7 |                185 |               0 |          193 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 28713   | robiii47            |         180 |    0 |          0 |          0 |              53 |                541 |             380 |          183 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49425   | dzejdzej000         |         150 |    0 |          0 |          0 |              74 |              1,083 |             688 |          194 |            3 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 45179   | eren.xk             |         149 |    0 |          0 |          0 |               6 |                163 |               5 |          149 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49511   | mambanegra          |         142 |    0 |          0 |          0 |              26 |                490 |             113 |          142 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 47864   | huseyn31            |         131 |    0 |          0 |          0 |              66 |                860 |             515 |           83 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 31975   | coyotek             |         128 |    0 |          0 |          0 |               6 |                153 |               0 |          122 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                     25
2026-02-03 | 45609   | psychosis           |         123 |    0 |          0 |          0 |               6 |                136 |              13 |          144 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 46021   | aligamingarabic     |         116 |    0 |          0 |          0 |               5 |                116 |               0 |          116 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49279   | silva2525           |         113 |    0 |          0 |          0 |              40 |                109 |               0 |            6 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40361   | cocusz              |          99 |    0 |          0 |          0 |              79 |                700 |             796 |           97 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 206     | TreWoR              |          85 |    0 |          0 |          0 |              57 |                 85 |               0 |           85 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 1283    | THE WIZARD DK       |          80 |    0 |          0 |          0 |               9 |                142 |              62 |           85 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 34216   | xtremesp33d         |          73 |    0 |          0 |          0 |              14 |                 76 |              45 |           73 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 42896   | seksen              |          67 |    0 |          0 |          0 |               2 |                 67 |               0 |           89 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49631   | mergentenjin        |          66 |    0 |          0 |          0 |               3 |                 75 |               9 |           66 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 42569   | 1sytennn            |          63 |    0 |          0 |          0 |               2 |                 68 |               0 |           61 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49650   | _juliano            |          58 |    0 |          0 |          0 |               2 |                 68 |               0 |           58 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 41611   | meaowboi19          |          57 |    0 |          0 |          0 |              20 |                206 |             103 |           57 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49022   | avestruz_pel4do     |          56 |    0 |          0 |          0 |              48 |              1,062 |             273 |          650 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 44278   | dancinggab          |          56 |    0 |          0 |          0 |               3 |                 66 |               0 |           56 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 35744   | szmita              |          55 |    0 |          0 |          0 |               8 |                 62 |               7 |           65 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 35337   | transit1            |          49 |    0 |          0 |          0 |               8 |                130 |              71 |           49 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 41038   | scaly000            |          47 |    0 |          0 |          0 |               7 |                 80 |              12 |           52 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 32287   | rikopikomaradon     |          47 |    0 |          0 |          0 |              71 |                544 |             478 |           50 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 28842   | gumis0517           |          45 |    0 |          0 |          0 |              58 |                513 |             378 |           34 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40494   | notnicelv           |          44 |    0 |          0 |          0 |              22 |                204 |             170 |           42 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49521   | kourth              |          33 |    0 |          0 |          0 |              10 |                114 |              75 |           33 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 26082   | 1993s14             |          31 |    0 |          0 |          0 |             173 |                512 |              29 |          -52 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 44830   | adrianpascarella    |          28 |    0 |          0 |          0 |              60 |                 32 |               5 |           30 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40274   | ignelis_mxignas     |          26 |    0 |          0 |          0 |               4 |                 29 |               3 |           25 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 42411   | panikj              |          25 |    0 |          0 |          0 |               3 |                 45 |              20 |           25 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 33376   | krisar4321bg        |          23 |    0 |          0 |          0 |              14 |                 29 |               6 |           23 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40974   | pauliusna           |          23 |    0 |          0 |          0 |               7 |                114 |              83 |           60 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 35130   | epse360             |          13 |    0 |          0 |          0 |              17 |                541 |              11 |            4 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 27032   | ellis82             |           8 |    0 |          0 |          0 |               1 |                  8 |               0 |            8 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 30454   | vilix               |           2 |    0 |          0 |          0 |               0 |                  2 |               0 |           13 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 29093   | hunterhei           |           1 |    0 |          0 |          0 |              27 |                  1 |               0 |            1 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 22313   | heavykick           |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 23426   | stefdu66            |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 25215   | m52b28              |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 25589   | jorks               |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 25900   | mr.gbr              |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 31088   | xxsniikzxx          |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 32247   | goncalovidigal      |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 34860   | ramblinman          |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 35452   | senzeeh             |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 36092   | thesevenofclubs     |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 41544   | yasso7up            |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 43637   | cihanarisoylu       |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 44849   | kinghenny111        |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 47395   | karatekeyashi       |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 48924   | faduck              |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 48968   | guigameplay283      |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49337   | padesiu             |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 44581   | lynx38              |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 16012   | tnt25               |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 46112   | jope222             |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 39702   | batya123            |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49413   | pubcon              |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 27736   | denkanplays         |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 43616   | petrolhead...       |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 44462   | szeklyi             |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 43249   | d1ey                |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 44315   | epicproes           |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 35169   | joker18             |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 30421   | tafu                |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 8146    | mzderek             |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 16185   | turb0keule          |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 44996   | jakevm              |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49089   | lartaxx             |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 37026   | bugra-1597          |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 46874   | nicolas elias daher |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 35923   | dplasic             |           0 |    0 |          0 |          0 |               0 |                  0 |               0 |            0 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 12846   | DJmad               |          -5 |    0 |          0 |          0 |               3 |                 40 |              36 |           -7 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40257   | kiit1337            |         -17 |    0 |          0 |          0 |              29 |                578 |             232 |          -13 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 31331   | guilherme lima      |         -20 |    0 |          0 |          0 |               2 |                 33 |              53 |          -17 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 39040   | kaiser2             |         -26 |    0 |          0 |          0 |               4 |                 53 |              79 |          -41 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40538   | feefeee             |         -41 |    0 |          0 |          0 |              20 |                227 |             197 |         -410 |            2 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49540   | taly                |         -44 |    0 |          0 |          0 |              19 |                493 |              27 |          -44 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 47408   | ssemihdurden        |         -57 |    0 |          0 |          0 |              14 |                194 |             235 |          -58 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 29056   | barrapiipee         |         -60 |    0 |          0 |          0 |              13 |                 99 |             120 |          -59 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40722   | mes(race)           |         -65 |    0 |          0 |          0 |              17 |                  0 |               0 |          -65 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 25809   | themanerick         |         -75 |    0 |          0 |          0 |              71 |              1,450 |              62 |          -81 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 48946   | magicdrip           |         -85 |    0 |          0 |          0 |               9 |                 69 |             128 |          -92 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 47714   | eugeniuszpro        |         -91 |    0 |          0 |          0 |             106 |                296 |               4 |         -115 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40430   | gunther steiner     |         -98 |    0 |          0 |          0 |               8 |                 85 |             183 |          -98 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 47980   | thamboo             |        -100 |    0 |          0 |          0 |              70 |                718 |             812 |         -103 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 29620   | pimpinho62          |        -142 |    0 |          0 |          0 |              23 |                 81 |               3 |         -222 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 45075   | iosonome            |        -181 |    0 |          0 |          0 |              12 |                229 |              33 |         -169 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 35150   | efeealt             |        -195 |    0 |          0 |          0 |               4 |                 33 |             128 |         -195 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 31357   | ulfrevo123          |        -196 |    0 |          0 |          0 |              16 |                110 |             272 |         -196 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 41796   | countess            |        -209 |    0 |          0 |          0 |               8 |                 89 |             256 |         -194 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 43143   | enesozdil           |        -215 |    0 |          0 |          0 |              32 |                388 |             568 |         -212 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 30398   | barbecuedpossumyt   |        -233 |    0 |          0 |          0 |             106 |                177 |             474 |       -1,136 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 45114   | cezar meireles      |        -235 |    0 |          0 |          0 |              46 |                431 |             656 |         -242 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 30474   | ipso                |        -260 |    0 |          0 |          0 |              17 |                356 |             129 |         -222 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 28459   | pro player128       |        -284 |    0 |          0 |          0 |              31 |                305 |             597 |         -277 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 42979   | firatrobert_07      |        -303 |    0 |          0 |          0 |             343 |              1,608 |           6,159 |         -350 |            2 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 47884   | pangibabo           |        -306 |    0 |          0 |          0 |              28 |                310 |              56 |         -299 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40845   | donnyrg             |        -337 |    0 |          0 |          0 |              31 |                464 |             793 |         -341 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 43962   | ersey               |        -360 |    0 |          0 |          0 |               4 |                130 |               0 |         -360 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 39458   | hristovm001         |        -375 |    0 |          0 |          0 |              26 |                193 |             505 |         -348 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 5778    | darck.pl            |        -382 |    0 |          0 |          0 |             130 |              2,036 |             169 |         -366 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 41316   | 3.0-doganslx        |        -415 |    0 |          0 |          0 |              16 |                227 |             190 |         -404 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49677   | recep5126           |        -444 |    0 |          0 |          0 |               3 |                 73 |               0 |         -444 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 41868   | rashrusted          |        -446 |    0 |          0 |          0 |              22 |                213 |             330 |         -446 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40417   | vitorpro99          |        -453 |    0 |          0 |          0 |               6 |                 77 |             130 |         -451 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40191   | mooses60            |        -555 |    0 |          0 |          0 |              52 |                349 |             955 |         -455 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 48041   | hazrettin           |        -564 |    0 |          0 |          0 |              12 |                 88 |             519 |         -563 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 46875   | nori258             |        -588 |    0 |          0 |          0 |              39 |                622 |           1,206 |         -536 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 42454   | jambrudas           |        -591 |    0 |          0 |          0 |              28 |                141 |             857 |         -597 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 40394   | terminatorss        |        -657 |    0 |          0 |          0 |              10 |                 17 |             416 |         -657 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 44564   | joker18joker        |        -690 |    0 |          0 |          0 |              45 |                240 |           1,129 |         -705 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 41927   | willyyy             |        -707 |    0 |          0 |          0 |              78 |                830 |             962 |         -712 |            1 |                0 |                              7 |                        49 |                            8 |                       111 |                           0 |                      0
2026-02-03 | 17555   | !cr4zy!             |        -728 |    0 |          0 |          0 |             104 |                 18 |               0 |         -728 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 44639   | tomce.              |        -738 |    0 |          0 |          0 |              91 |              1,573 |             471 |         -832 |            3 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 49637   | norbiwwk            |        -755 |    0 |          0 |          0 |              35 |                889 |              83 |         -755 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-03 | 5337    | teemu86             |        -849 |    0 |          0 |          0 |              16 |                151 |             474 |       -1,300 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
