date       | user_id | username            | Total_Money | Time | Sent_Money | Rece_Money | Driven_distance | GEarned_by_driving | Lost_by_driving | Total_Wealth | Hard_crashes | Lost_by_stealing | Mail_Courier_Delivered_parcels | Mail_Courier_Delivered_kg | Mail_Courier_Driven_distance | Mail_Courier_Earned_money | Mail_Courier_Paid_penalties | Taxiing_Paid_penalties
2026-02-07 | 49700   | kaikyng             |        -192 |    0 |          0 |          0 |             563 |                 22 |               0 |         -194 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 45818   | wexzer              |        -220 |    0 |          0 |          0 |              32 |                445 |             196 |         -260 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 33625   | onthatwave          |        -233 |    0 |          0 |          0 |             179 |              1,969 |           1,021 |         -228 |            2 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 49553   | cardboard_sword     |        -242 |    0 |          0 |          0 |              86 |              1,070 |             159 |         -221 |            4 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 44036   | mokerz              |        -278 |    0 |          0 |          0 |               8 |                 64 |              42 |         -279 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 30900   | viniciussantos      |        -298 |    0 |          0 |          0 |              28 |                174 |             297 |         -314 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 27733   | tannuq              |        -389 |    0 |          0 |          0 |              85 |                630 |             234 |         -511 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 40866   | 01alperen001        |        -392 |    0 |          0 |          0 |              15 |                 20 |             412 |         -388 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 43601   | memoz16             |        -427 |    0 |          0 |          0 |               9 |                106 |               7 |         -442 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 26116   | martynasl           |        -473 |    0 |          0 |          0 |              17 |                153 |              23 |         -460 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 13773   | nssf                |        -530 |    0 |          0 |          0 |             292 |              4,386 |           5,091 |         -530 |            3 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 49335   | luisotavio159357    |        -676 |    0 |          0 |          0 |               9 |                126 |             213 |         -682 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 14773   | adrianxl            |        -690 |    0 |          0 |          0 |              69 |                478 |             863 |         -704 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 45112   | cionada             |        -838 |    0 |          0 |          0 |              42 |                240 |             858 |         -849 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 49697   | carlosmt_360        |        -893 |    0 |          0 |          0 |            -848 |                117 |               0 |         -893 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 42979   | firatrobert_07      |      -1,216 |    0 |          0 |          0 |             215 |                720 |           2,446 |       -1,056 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 48435   | ciuk4s              |      -1,527 |    0 |          0 |          0 |              98 |              1,484 |             318 |       -1,527 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 49698   | bossdachev          |      -1,529 |    0 |          0 |          0 |              13 |                123 |              70 |       -1,510 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 38344   | alexfib12           |      -1,573 |    0 |          0 |          0 |              48 |                795 |              18 |       -1,527 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 11301   | fbut bishop         |      -1,656 |    0 |          0 |          0 |             101 |              1,331 |           1,002 |       -1,649 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 35468   | norvegas1997        |      -1,840 |    0 |          0 |          0 |              81 |              1,016 |              18 |        1,068 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 46169   | grassic             |      -1,955 |    0 |          0 |          0 |              39 |                892 |             221 |       -4,254 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 49479   | theusx44            |      -2,015 |    0 |          0 |          0 |              10 |                 80 |              24 |       -2,018 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 47074   | josef.t             |      -2,117 |    0 |          0 |          0 |              18 |                413 |               5 |       -2,134 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 46125   | angelopascarella    |      -3,491 |    0 |          0 |          0 |             136 |              1,054 |           2,886 |       -3,526 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 489     | =Wolf=[NO]          |      -3,593 |    0 |      5,000 |          0 |             104 |                897 |              35 |       -3,685 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 42115   | timur311            |      -3,925 |    0 |          0 |          0 |              18 |                278 |               5 |       -3,912 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 13162   | azrael5             |      -4,656 |    0 |          0 |          0 |              45 |                932 |               7 |         -716 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 22313   | heavykick           |      -5,035 |    0 |          0 |          0 |             174 |              1,516 |           6,518 |       -5,067 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 1505    | klbbadd2002         |      -5,742 |    0 |          0 |          0 |             198 |                891 |           5,299 |       -5,731 |            4 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 46552   | talhasever_54       |      -5,836 |    0 |          0 |          0 |             276 |              2,311 |           2,213 |       -5,840 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 40242   | astraxan            |      -6,393 |    0 |          0 |          0 |               2 |                 10 |               0 |          -31 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 19091   | xgames123           |      -6,605 |    0 |          0 |          0 |              97 |              3,082 |               0 |        3,400 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 40672   | burgazada           |      -7,738 |    0 |          0 |          0 |              83 |              2,403 |             230 |        2,262 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 33903   | bedov               |      -7,821 |    0 |          0 |          0 |             197 |              3,050 |             313 |        2,710 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 29040   | remst               |      -8,187 |    0 |          0 |          0 |              61 |              1,255 |               0 |        1,801 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 49696   | bimidegozaru        |      -8,778 |    0 |          0 |          0 |              39 |              1,006 |               0 |          210 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 35337   | transit1            |      -9,134 |    0 |          0 |          0 |              24 |                610 |               0 |          645 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 48478   | midranit            |     -16,227 |    0 |          0 |          0 |             137 |              2,386 |             819 |        1,770 |            0 |                0 |                             33 |                        55 |                           29 |                       274 |                           0 |                      0
2026-02-07 | 39729   | keith_392           |     -18,701 |    0 |          0 |          0 |             153 |              2,096 |              69 |       -4,879 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 39882   | vartolu_sadettin    |     -25,305 |    0 |          0 |          0 |             241 |              1,857 |             376 |        1,057 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 27967   | siikais1            |     -30,519 |    0 |          1 |          0 |              39 |              1,303 |               0 |      -18,973 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 22127   | sensejs             |     -42,769 |    0 |          0 |          1 |             130 |              3,937 |               0 |       21,876 |            2 |                0 |                             42 |                       157 |                           39 |                       560 |                          60 |                      0
2026-02-07 | 35188   | agbaltop            |     -43,751 |    0 |          0 |          0 |             111 |              1,039 |             314 |       -5,475 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-07 | 38196   | laurynas683         |     -58,573 |    0 |         60 |          0 |             478 |              4,905 |           2,733 |       11,217 |            5 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0

2026-02-08 | 25809   | themanerick         |      34,885 |    0 |     15,420 |          0 |             118 |              3,128 |               1 |      -12,290 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 45913   | whatalife           |      30,743 |    0 |        670 |         50 |             523 |             17,736 |               5 |       29,768 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 2107    | P V L               |      28,924 |    0 |          0 |          0 |             770 |             19,193 |              20 |       28,265 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 22127   | sensejs             |      18,042 |    0 |          0 |     15,420 |             107 |              3,396 |               0 |        4,081 |            0 |                0 |                            203 |                       576 |                           61 |                     1,812 |                           0 |                      0
2026-02-08 | 49551   | notyabuggin         |      14,235 |    0 |          0 |          0 |             200 |              3,702 |             296 |       14,095 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 33903   | bedov               |      13,972 |    0 |          1 |          1 |             161 |              2,064 |             373 |       73,678 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 29093   | hunterhei           |       8,861 |    0 |          0 |          0 |             159 |              7,700 |              80 |        8,822 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 43691   | pedrosogamer_br     |       8,564 |    0 |          0 |         50 |              39 |              1,180 |               9 |        8,532 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 38196   | laurynas683         |       7,608 |    0 |          0 |          0 |             326 |              2,463 |           3,219 |        6,789 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 48946   | magicdrip           |       5,733 |    0 |          0 |          0 |             214 |              4,021 |             527 |       12,025 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 47786   | ramco_man8          |       5,321 |    0 |        500 |          0 |             279 |              3,816 |             649 |        5,318 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 24634   | bkrisztian91        |       5,101 |    0 |          0 |          0 |               9 |                262 |               0 |        5,053 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 42177   | merdin              |       4,795 |    0 |          0 |          0 |              25 |                359 |             142 |        4,795 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 29480   | jonetuu             |       4,396 |    0 |          0 |          0 |             299 |              3,544 |           3,873 |       -1,545 |            3 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 48200   | volfukas            |       4,021 |    0 |          0 |          0 |             147 |              3,596 |               0 |        4,020 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 1505    | klbbadd2002         |       3,893 |    0 |          0 |          0 |             125 |                969 |              11 |        3,892 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 49644   | swagducky           |       3,659 |    0 |          0 |          0 |             105 |              2,383 |              86 |        3,616 |            0 |                0 |                             90 |                       259 |                           80 |                       912 |                          45 |                      0
2026-02-08 | 26082   | 1993s14             |       3,255 |    0 |          0 |          0 |             131 |              2,864 |             209 |        2,931 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 3704    | ian78               |       2,993 |    0 |          0 |          0 |              36 |                714 |               4 |        2,824 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 47628   | amagimoon           |       2,895 |    0 |          0 |          0 |              63 |              1,505 |              15 |       -2,645 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 49201   | joyek               |       2,629 |    0 |          0 |          0 |              81 |              2,182 |              81 |        2,652 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 27998   | whizfizz            |       2,477 |    0 |          0 |          0 |             102 |              1,600 |              43 |        2,477 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 19091   | xgames123           |       2,325 |    0 |          0 |          0 |              74 |              2,268 |              36 |        2,369 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 40242   | astraxan            |       2,098 |    0 |          0 |          0 |              50 |                133 |               0 |        1,893 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 47305   | griffin20069        |       2,082 |    0 |          0 |          0 |              64 |              2,007 |               0 |        2,049 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 48786   | s1a2s1h3k4o5bg      |       1,974 |    0 |          0 |          0 |              78 |              1,826 |               7 |        1,931 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 29924   | icoha44             |       1,912 |    0 |          0 |          0 |             105 |              1,668 |               0 |        1,746 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 41134   | jeff.snn            |       1,905 |    0 |          0 |          0 |              83 |              2,298 |             891 |        1,898 |            0 |                0 |                              7 |                        44 |                            9 |                       123 |                          20 |                      0
2026-02-08 | 42363   | theratox            |       1,857 |    0 |          0 |          0 |             143 |              3,050 |             834 |        1,856 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 46411   | youngbud            |       1,830 |    0 |          0 |          0 |              93 |              1,843 |              52 |        1,835 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 39729   | keith_392           |       1,819 |    0 |          0 |          0 |             105 |              1,653 |             109 |        1,099 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 41764   | sofcius             |       1,758 |    0 |          0 |          0 |              25 |                753 |               1 |         -162 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 32307   | jocker0807          |       1,734 |    0 |          0 |          0 |              70 |              1,692 |               9 |        1,691 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 48810   | 1divineninja        |       1,525 |    0 |          0 |          0 |             417 |              6,505 |           3,532 |        1,182 |            4 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 22001   | lavezzi             |       1,506 |    0 |          0 |          0 |               3 |                 80 |               0 |        1,506 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 10038   | keskitalo           |       1,472 |    0 |          0 |          0 |              62 |              1,805 |             400 |        1,471 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 29893   | vanzeto             |       1,408 |    0 |          0 |          0 |             103 |              1,385 |              59 |        1,368 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 47374   | ross2750            |       1,406 |    0 |          0 |          0 |              75 |              1,608 |             200 |        1,198 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 49060   | just bask           |       1,400 |    0 |          0 |          0 |              59 |              1,350 |               7 |        1,409 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 49548   | m4konnen            |       1,357 |    0 |          0 |          0 |              97 |              3,235 |              16 |       -2,415 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 40605   | emileker            |       1,207 |    0 |          0 |          0 |             135 |                920 |           1,480 |        1,021 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 40672   | burgazada           |       1,181 |    0 |          0 |          0 |              94 |              2,168 |           1,060 |        1,219 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 49030   | lukenas1234         |       1,086 |    0 |          0 |          0 |              21 |                136 |              10 |        1,084 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 45026   | gtaplay             |         877 |    0 |          0 |          0 |              60 |              1,098 |             200 |          866 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 47074   | josef.t             |         877 |    0 |          0 |          0 |              45 |              1,051 |              17 |          932 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 1238    | Rascar13            |         850 |    0 |          0 |          0 |              41 |                751 |              38 |          852 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 1283    | THE WIZARD DK       |         838 |    0 |          0 |          0 |              47 |                892 |              99 |          842 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 1830    | mr soocerer         |         827 |    0 |          0 |          0 |              39 |                809 |               0 |          827 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 49013   | cemld               |         805 |    0 |          0 |          0 |              22 |                581 |               0 |          553 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 12846   | DJmad               |         804 |    0 |          0 |        700 |              46 |                484 |             163 |          795 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 48185   | hasnainsenna        |         794 |    0 |          0 |          0 |              67 |                845 |              56 |          789 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 29620   | pimpinho62          |         780 |    0 |          0 |          0 |              48 |                593 |             312 |          698 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 39882   | vartolu_sadettin    |         778 |    0 |          0 |          0 |              71 |                679 |             338 |          406 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 40657   | itfrosty            |         746 |    0 |          0 |          0 |              24 |                718 |               0 |          760 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 23426   | stefdu66            |         744 |    0 |          0 |          0 |              34 |                651 |              22 |          762 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 39516   | mehmetgulec         |         725 |    0 |          0 |          0 |              94 |              1,191 |             502 |          816 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 47307   | wavebulgaria        |         720 |    0 |          0 |          0 |              21 |                720 |               0 |          753 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 10482   | festi               |         708 |    0 |          0 |          0 |              46 |                656 |              88 |          701 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 15790   | alexb11             |         647 |    0 |          0 |          0 |              45 |                227 |               4 |          647 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 39148   | luckv               |         645 |    0 |          0 |          0 |              62 |                820 |             260 |          636 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 42569   | 1sytennn            |         603 |    0 |          0 |          0 |              68 |              1,153 |             481 |          548 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 33621   | sen105              |         603 |    0 |          0 |          0 |             353 |              3,308 |           3,241 |          576 |            5 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 48365   | hondatrxx           |         570 |    0 |          0 |          0 |              29 |                653 |               7 |          562 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 49279   | silva2525           |         567 |    0 |          0 |          0 |              42 |                786 |             187 |          570 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 1249    | DanLevy91           |         563 |    0 |          0 |          0 |              94 |              1,124 |             489 |          441 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 42317   | eetz1               |         551 |    0 |          0 |          0 |              46 |                764 |             156 |          541 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 47864   | huseyn31            |         541 |    0 |          0 |          0 |              35 |                606 |              83 |          488 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 30398   | barbecuedpossumyt   |         532 |    0 |          0 |          0 |             141 |              1,169 |           1,115 |          255 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 49540   | taly                |         530 |    0 |          0 |          0 |             147 |              1,541 |             964 |          390 |            1 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 37428   | sierra335           |         483 |    0 |          0 |          0 |              18 |                483 |               0 |          450 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 27915   | clask_03            |         477 |    0 |          0 |          0 |              19 |                480 |               3 |          477 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 12477   | mikebez             |         470 |    0 |          0 |          0 |              30 |                185 |              45 |          376 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 40394   | terminatorss        |         467 |    0 |          0 |        350 |              76 |                924 |             693 |          461 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 23855   | rob2003             |         450 |    0 |          0 |          0 |              31 |                455 |              15 |          379 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 28459   | pro player128       |         448 |    0 |          0 |          0 |              74 |              1,042 |             544 |          448 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 30508   | octosquad           |         445 |    0 |          0 |          0 |              27 |                422 |               0 |          439 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
2026-02-08 | 39542   | popctof             |         435 |    0 |          0 |          0 |              29 |                579 |              68 |          412 |            0 |                0 |                              0 |                         0 |                            0 |                         0 |                           0 |                      0
