June 2025

Driven_distance:
 Rank    User ID Username                  Driven_distance      Nickname                                
  13.       7500 silverracer                           501      Silver                                  
  14.      46227 dragonhi                              499      dragonhi                                
  15.      44374 efsanelerunutulmaz                    477      Furjan                                  
  16.      47238 ilithor                               452      βч. Emr E                               
  17.      43548 suskun068                             288      Swim> TopRat                            
  18.      43637 cihanarisoylu                         281      ＧＴＣ ゑ Kasper                            
  19.      41796 countess                              276      Countess                                
  20.       1238 Rascar13                              267      [TC]›Ras‹                               
  21.      45684 rattao                                248      Rattao                                  
  22.      42617 rubbel_31                             213      ηgμ ｫ racon                             
  23.      46575 claudio_cc                             89      [SHITVIK] Caudo                         
  24.      41745 pagani18                               85      [ H U N ] NEPSUS                        
  25.      43197 luiso12                                77      Luisoo [V902]                           
  26.      32307 jocker0807                             69      van driver                              
  27.      46757 snst                                   44      [ ﾏ ] SNSﾞ                              
  28.      44610 hasan0602                              28      Swim> lewis                             
  29.      44300 surungentofs                            1      ＧＴＣ ゑ sharp.                            
  30.      14157 Balazs91                                0      Blaze H U N                             
  31.      41297 mrjoao007                               0      MONTANELAS                              
  32.      45202 ahmet_enes                              0      ahmet_enes66                            
  33.      42246 bruh.31                                 0      AS AF                                   
  34.      36474 akumaz                                  0      ηgμ ｫ npc                               
  35.      46983 shamrox                                 0      Hy Drous                                
  36.      44123 kaelo_fx                                0      [COP] Tour GSP                          
  37.      44911 pug=309                                 0      Jason n                                 
  38.      43583 a04bc_                                  0      snax                                    
  39.      41544 yasso7up                                0      tBug                                    
  40.      31679 schassis                                0      [6S] Mark                               
  41.      47305 griffin20069                            0      [ LCS- ﾏ] Girfen                        
  42.      47498 mikko.viitala                           0      osmovii                                 
  43.      25215 m52b28                                  0      Buying (TC) Cash                        
  44.      44831 cngzhnbdr                               0      Hardﾔuned ､ Chcky                       
  45.      43796 toxipas                                 0      HELL sas                                
  46.      44922 luanlk123                               0      © Lszinn ©                              
  47.      46590 miguelaleaf                             0      [MED] MIGUEL VR                         
  48.      45344 tippo                                   0      - Tipponub -                            
  49.      39148 luckv                                   0      LucKy                                   
  50.      40866 01alperen001                            0      RDP•Ali [COP]                           
  51.      47307 wavebulgaria                            0      S Shi kov                               
  52.      40681 supracii3529                            0      Kagvafil                                
  53.      47438 juniorthabs100                          0      JOLLOF                                  
  54.      41712 edvinaxas                               0      Swim> AWECA                             
  55.      39496 leo2828                                 0      LEOD.IT YT                              
  56.      46125 angelopascarella                        0      [P R ] たくみ                              
  57.      45902 dravens                                 0      °S4CE | Ere Not                         
  58.      47444 vetoaxel                                0      RM-racing Aleks L                       
  59.      46021 aligamingarabic                         0      R L • AliGaming                         
  60.      23297 blacktea                                0      SL ™ LINGER                             
  61.      44401 trigalmidtech                           0      FarmerKurd44                            
  62.      44045 sirac.54_                               0      [PACT] Muffin                           
  63.      40865 hakan0133                               0      ηgμ ｫ hako                              
  64.      29232 newpressgamerdk                         0      EMILIO                                  
  65.      27785 sir elton john                          0      [TC] ›Chaz‹ [VCU]                       
  66.         87 LeonRL                                  0      [TC]›Leon‹[VCU]                         
  67.      43231 uf1                                     0      } uf1                                   
  68.      26188 rapidfiregaming                         0      Redﾉ Bas                                
  69.      38737 balintka1234                            0      G umifüst R acing                       
  70.      28938 speeddemonn                             0      [ RDSR ] Speed'D!                       
  71.      45364 the_rodrigs1                            0      Synex                                   
  72.      28016 nawz22                                  0      nawzy                                   
  73.      29639 13brotary                               0      13brotary                               
  74.      46565 grzechu_007                             0      [TAXI] Grzechu                          
  75.      44017 abcaz987                                0      abc az 987                              
  76.      45458 nopixel211                              0      Leo nid ász:3                           
  77.      46786 cjzz                                    0      cz( g27 )                               
  78.      24631 lowriders                               0      Swedish Guy                             
  79.      36405 pwaduser                                0      pwad                                    
  80.      44926 ronnie_pickering_                       0      alan reet                               
  81.      36092 thesevenofclubs                         0      [6S] Anansi                             
  82.      30291 redbot_                                 0      |ﾏed ßoT                                
  83.      44486 tunahan2454                             0      L µ n a x                               
  84.      26794 fillakilla12                            0      Redﾉ Filla                              
  85.      40210 example125                              0      JDMWorks • Lukies                       
  86.      40085 manoelbr                                0      MRS ﾁ MANOEL                            
  87.      46545 elmilicox2                              0      ma zz i '                               
  88.      31237 coltdriver                              0      Coltdriver                              
  89.      47475 andyoz                                  0      [TAXI] Andyoz                           
  90.      30277 robb5                                   0      R obert                                 
  91.      35468 norvegas1997                            0      ˜ Schnitzel ˜                           
  92.      28536 piieter050                              0      #420 piieter                            
  93.      16963 audi a3                                 0      Eimantas / / /                          
  94.      47211 napi                                    0      napi                                    
  95.      39239 jordanvalov                             0      [CSR] Yordan                            
  96.      38227 ilya18101                               0      [COP] IRAN                              
  97.      40659 cgtyksy55                               0      Redﾉ CCTV                               
  98.      15429 95potato                                0      JAYMAN                                  
  99.      40430 gunther steiner                         0      Redﾉ Steiner[COP]                       
 100.      37250 theauris                                0      [ Σ ] Le Rifi                           

Civil_stats_Playing_time_civilian:
 Rank    User ID Username                  Civil_stats_Playing_time_civilian      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      45913 whatalife                             142      whatalife                               
   2.      37942 isaac68ea                              81      Redﾉ Newton, Isaac                      
   3.      40659 cgtyksy55                              71      Redﾉ CCTV                               
   4.      44911 pug=309                                57      Jason n                                 
   5.      41544 yasso7up                               56      tBug                                    
   6.      41376 glenn quagmire                         54      Glenn Quagmire                          
   7.      39867 racing101                              54      SMOKEY                                  
   8.      47444 vetoaxel                               53      RM-racing Aleks L                       
   9.      47486 egfc                                   53      Guner                                   
  10.      40663 muratcan2370                           53      Dapolyon [V900]                         
  11.      42317 eetz1                                  52      V M . Eetzi                             
  12.      41796 countess                               51      Countess                                
  13.      41476 p1nhe1r0                               50      P1NHE1RØ                                
  14.      47387 unisold                                49      velleman                                
  15.      47318 q4llo                                  46      q 4 llo``~                              
  16.      47425 imigothacked3times                     44      ImIGotHacked3Times                      
  17.      47473 msgtuner                               42      msgtuner                                
  18.      46021 aligamingarabic                        41      R L • AliGaming                         
  19.      46227 dragonhi                               40      dragonhi                                
  20.      36529 subbyhowl                              39      › Subby ‹                               
  21.      47374 ross2750                               39      [LCS-G] Not Ross                        
  22.      47305 griffin20069                           38      [ LCS- ﾏ] Girfen                        
  23.      30277 robb5                                  38      R obert                                 
  24.      13401 GT4_PL                                 38      G T 4 t u b e                           
  25.      47505 lil.kapuczino                          38      pedro                                   
  26.      47484 dzefka                                 37      GrenmaDrive                             
  27.      43573 wampy                                  36      [COP] Wa m py ™                         
  28.      36474 akumaz                                 34      ηgμ ｫ npc                               
  29.      40193 benray12345                            34      SO • Benray                             
  30.      44082 nevoian                                34      nevoian                                 
  31.      45684 rattao                                 33      Rattao                                  
  32.      25215 m52b28                                 31      Buying (TC) Cash                        
  33.      46318 nortaf007                              31      ηgμ ｫ nor[TAXI]                         
  34.      47445 charles leclerc 16                     31      [S y N] Lewis                           
  35.      46757 snst                                   29      [ ﾏ ] SNSﾞ                              
  36.      44975 eiz                                    29      eiZ#SheesH                              
  37.      44602 yeetwithcream                          29      Yeet With Cream                         
  38.      47449 supertrini                             29      Supertrini                              
  39.      27518 actros555                              29      Dennis1499                              
  40.      45138 rodolfosoy                             29      rodolfo                                 
  41.      42343 bigdoa                                 28      baghdad                                 
  42.      29189 cetink.                                28      [ RDSR ] Fearr                          
  43.      45862 curlin                                 27      [ STANCE GUY ]                          
  44.      41373 shinigami85                            27      { Squid } Sweety                        
  45.      40843 madmikeonr                             27      MadMike RS                              
  46.      42795 acidboy                                26      ηgμ ｫ adac[MED]                         
  47.      22836 leo-from-romania                       26      [RO] TL 17 LEO                          
  48.      28938 speeddemonn                            25      [ RDSR ] Speed'D!                       
  49.      42617 rubbel_31                              25      ηgμ ｫ racon                             
  50.      31122 crt7                                   25      ｢O K｣ Mimsip                            
  51.      45411 black2hi                               25      S Y NC ¨                                
  52.      28892 ibtasim6781                            25      arg[cop]                                
  53.      44045 sirac.54_                              24      [PACT] Muffin                           
  54.      45905 sezerbey23                             24      Smash                                   
  55.      40158 renzorsa                               24      AI 3                                    
  56.      46575 claudio_cc                             23      [SHITVIK] Caudo                         
  57.       7500 silverracer                            23      Silver                                  
  58.      40722 mes(race)                              23      Redﾉ Flyaway57                          
  59.      16838 god like                               23      [COP] L eroy                            
  60.      45351 mrconfidence                           23      [COP] WhiteLine                         
  61.      39608 y a k u z                              23      V M . Yakuz                             
  62.      47491 dogukan53635                           23      MSS                                     
  63.      40681 supracii3529                           22      Kagvafil                                
  64.      33391 snowzombeh                             22      Bremmo                                  
  65.      26192 marty_deslions                         22      Redﾉ Marty                              
  66.      43444 slyvute                                22      [PACT] Trax [COP]                       
  67.      30093 thatyorkshireman                       22      [TC] ›Yung‹                             
  68.      43231 uf1                                    21      } uf1                                   
  69.      28536 piieter050                             21      #420 piieter                            
  70.      44847 szyvkiseba                             21      szafranito                              
  71.      26253 lucasazedo                             21      Redﾉ Lucas                              
  72.      16012 tnt25                                  21      [6S] Adamo [COP]                        
  73.      42004 tdiahmet_                              21      tdiªhmet                                
  74.      45254 inneshzx                               21      nicat                                   
  75.      39516 mehmetgulec                            21      ηgμ ｫ japon                             
  76.      39264 lubomir371                             21      [CSR] •L.ivanov156                      
  77.      29964 viktors3232                            21      Rﾉ fartpower[tow]                       
  78.      45278 emircankose                            21      EmircaN                                 
  79.      46626 ayca_arslan                            21      ayca_arslan                             
  80.      46545 elmilicox2                             20      ma zz i '                               
  81.      45594 driv9                                  20      [P R ] Driv9                            
  82.      38919 maatthieu01                            20      UnL ucky Way                            
  83.      40408 deagle762                              20      Ｄｅａｇｌｅ ﾑ                                
  84.      37136 sensizim02                             20      ＧＴＣゑNaughty                             
  85.      39496 leo2828                                19      LEOD.IT YT                              
  86.      47228 flixdamber                             19      flixdamber                              
  87.      35128 pete211g                               19      Squish                                  
  88.      12846 DJmad                                  19      [SHITVIKS] fraud.                       
  89.      43548 suskun068                              18      Swim> TopRat                            
  90.      39239 jordanvalov                            18      [CSR] Yordan                            
  91.      40391 plkrk                                  18      GT4 TUBE OWNER                          
  92.      35012 badkapp62                              18      Redﾉ Badkapp                            
  93.      27076 ataslfs24                              18      δhadowη • hmza                          
  94.      29421 patryk1967                             18      [TC] ›Wil‹ [TOW]                        
  95.      44849 kinghenny111                           18      demontime                               
  96.      41871 emrecansmsk                            18      ( F F ) Emre.C                          
  97.      38050 kumail                                 18      [TC] ›Kumail‹                           
  98.      46455 ryzen.nxs                              18      RJ Style! Statt                         
  99.      41124 mekasfanas                             18      Armis27lmn                              
 100.      25704 psykoze                                18      [ ﾏ ]Lolita                             

Civil_stats_Driven_distance:
 Rank    User ID Username                  Civil_stats_Driven_distance      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      45913 whatalife                           6,062      whatalife                               
   2.      41376 glenn quagmire                      3,508      Glenn Quagmire                          
   3.      39867 racing101                           3,443      SMOKEY                                  
   4.      44911 pug=309                             3,335      Jason n                                 
   5.      40659 cgtyksy55                           3,147      Redﾉ CCTV                               
   6.      43573 wampy                               2,797      [COP] Wa m py ™                         
   7.      46227 dragonhi                            2,715      dragonhi                                
   8.      41796 countess                            2,609      Countess                                
   9.      37942 isaac68ea                           2,577      Redﾉ Newton, Isaac                      
  10.      47318 q4llo                               2,209      q 4 llo``~                              
  11.      46021 aligamingarabic                     2,170      R L • AliGaming                         
  12.      47305 griffin20069                        2,050      [ LCS- ﾏ] Girfen                        
  13.      41476 p1nhe1r0                            1,944      P1NHE1RØ                                
  14.      42317 eetz1                               1,934      V M . Eetzi                             
  15.      40681 supracii3529                        1,907      Kagvafil                                
  16.      41544 yasso7up                            1,882      tBug                                    
  17.      40193 benray12345                         1,870      SO • Benray                             
  18.      36474 akumaz                              1,791      ηgμ ｫ npc                               
  19.      42343 bigdoa                              1,695      baghdad                                 
  20.      45684 rattao                              1,668      Rattao                                  
  21.      31122 crt7                                1,651      ｢O K｣ Mimsip                            
  22.      30277 robb5                               1,640      R obert                                 
  23.      38919 maatthieu01                         1,605      UnL ucky Way                            
  24.      40391 plkrk                               1,580      GT4 TUBE OWNER                          
  25.      22836 leo-from-romania                    1,547      [RO] TL 17 LEO                          
  26.      39516 mehmetgulec                         1,523      ηgμ ｫ japon                             
  27.      16012 tnt25                               1,515      [6S] Adamo [COP]                        
  28.      36529 subbyhowl                           1,505      › Subby ‹                               
  29.      39608 y a k u z                           1,465      V M . Yakuz                             
  30.      29189 cetink.                             1,452      [ RDSR ] Fearr                          
  31.      41124 mekasfanas                          1,406      Armis27lmn                              
  32.      42004 tdiahmet_                           1,402      tdiªhmet                                
  33.      40408 deagle762                           1,386      Ｄｅａｇｌｅ ﾑ                                
  34.      28536 piieter050                          1,374      #420 piieter                            
  35.      45351 mrconfidence                        1,336      [COP] WhiteLine                         
  36.      27518 actros555                           1,271      Dennis1499                              
  37.      45411 black2hi                            1,258      S Y NC ¨                                
  38.      28892 ibtasim6781                         1,258      arg[cop]                                
  39.      16671 gertracer                           1,220      Redﾉ Gerti                              
  40.      30441 irecless                            1,213      xPonzoo                                 
  41.      33391 snowzombeh                          1,207      Bremmo                                  
  42.      28938 speeddemonn                         1,159      [ RDSR ] Speed'D!                       
  43.      29924 icoha44                             1,149      CCI4                                    
  44.      26253 lucasazedo                          1,142      Redﾉ Lucas                              
  45.      44602 yeetwithcream                       1,128      Yeet With Cream                         
  46.      43444 slyvute                             1,124      [PACT] Trax [COP]                       
  47.      25704 psykoze                             1,119      [ ﾏ ]Lolita                             
  48.      46626 ayca_arslan                         1,115      ayca_arslan                             
  49.      37136 sensizim02                          1,105      ＧＴＣゑNaughty                             
  50.      47228 flixdamber                          1,099      flixdamber                              
  51.      40647 wolf135                             1,097      CERTI DRIVERS                           
  52.      39264 lubomir371                          1,096      [CSR] •L.ivanov156                      
  53.      40843 madmikeonr                          1,096      MadMike RS                              
  54.      47374 ross2750                            1,086      [LCS-G] Not Ross                        
  55.      46757 snst                                1,063      [ ﾏ ] SNSﾞ                              
  56.      46545 elmilicox2                          1,057      ma zz i '                               
  57.      35128 pete211g                            1,054      Squish                                  
  58.      23840 l3w1s5imm0                          1,023      liam                                    
  59.      40158 renzorsa                            1,011      AI 3                                    
  60.      46873 vlastimil                           1,000      Brehaaim                                
  61.      30397 rabidrabbit                           998      RabidRabbit                             
  62.      27785 sir elton john                        996      [TC] ›Chaz‹ [VCU]                       
  63.      39239 jordanvalov                           986      [CSR] Yordan                            
  64.      44045 sirac.54_                             971      [PACT] Muffin                           
  65.      26192 marty_deslions                        934      Redﾉ Marty                              
  66.      45905 sezerbey23                            930      Smash                                   
  67.      16249 nike[lv]                              929      SO • Freddy [RES]                       
  68.      30398 barbecuedpossumyt                     926      Rﾉ BarbecuedPossum                      
  69.      43231 uf1                                   923      } uf1                                   
  70.      47073 batuhan355131                         911      Curse>£                                 
  71.      47486 egfc                                  896      Guner                                   
  72.      45594 driv9                                 883      [P R ] Driv9                            
  73.      30093 thatyorkshireman                      883      [TC] ›Yung‹                             
  74.      16838 god like                              877      [COP] L eroy                            
  75.      44036 mokerz                                877      Swim> License                           
  76.      22858 gaga5555                              871      РО СС ИЯ ФСБ                            
  77.      46970 stalowyjan2000                        864      Stal Jan 2000 G29                       
  78.      41712 edvinaxas                             862      Swim> AWECA                             
  79.      42617 rubbel_31                             842      ηgμ ｫ racon                             
  80.      39026 f1ne__                                841      Dxeno R9                                
  81.      44849 kinghenny111                          840      demontime                               
  82.      46977 benjacd                               838      benjaadhh                               
  83.      46668 seansitoxd                            837      Sean                                    
  84.      47471 young.drift                           818      Roham                                   
  85.      41871 emrecansmsk                           808      ( F F ) Emre.C                          
  86.      46169 grassic                               807      ηgμ ｫ grassic                           
  87.      42795 acidboy                               803      ηgμ ｫ adac[MED]                         
  88.      46538 twinpwrturbo                          799      twin power turbo                        
  89.      27076 ataslfs24                             798      δhadowη • hmza                          
  90.      42547 shab-k                                786      [COP] SHAB K                            
  91.      45109 rrealp                                775      SON OFTHE GOD                           
  92.      46983 shamrox                               774      Hy Drous                                
  93.      46575 claudio_cc                            768      [SHITVIK] Caudo                         
  94.      30172 robo1990                              764      dﾞ [COP]ﾏ` ROBO                         
  95.      45504 matutkruse                            757      Matut                                   
  96.      29639 13brotary                             753      13brotary                               
  97.      45254 inneshzx                              748      nicat                                   
  98.      45679 malwinn                               739      Melle                                   
  99.       3704 ian78                                 735      Ian                                     
 100.      43604 realistadam                           725      RealistAdam                             

Civil_stats_Driven_distance_on_bikes:
 Rank    User ID Username                  Civil_stats_Driven_distance_on_bikes      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      42547 shab-k                              1,611      [COP] SHAB K                            
   2.      38919 maatthieu01                         1,605      UnL ucky Way                            
   3.      41376 glenn quagmire                      1,454      Glenn Quagmire                          
   4.      47318 q4llo                               1,433      q 4 llo``~                              
   5.      16838 god like                            1,332      [COP] L eroy                            
   6.      43573 wampy                               1,275      [COP] Wa m py ™                         
   7.      45411 black2hi                            1,129      S Y NC ¨                                
   8.      46339 lvblc5                                939      lCryp                                   
   9.      40681 supracii3529                          919      Kagvafil                                
  10.      30397 rabidrabbit                           868      RabidRabbit                             
  11.      41476 p1nhe1r0                              867      P1NHE1RØ                                
  12.      47495 bednii                                851      Bedni                                   
  13.      40843 madmikeonr                            848      MadMike RS                              
  14.      45684 rattao                                790      Rattao                                  
  15.      36529 subbyhowl                             690      › Subby ‹                               
  16.      33992 pie_                                  675      [TAXI] p I E                            
  17.      47437 jorge.t                               639      J.Torres                                
  18.      41124 mekasfanas                            587      Armis27lmn                              
  19.      47374 ross2750                              578      [LCS-G] Not Ross                        
  20.      35128 pete211g                              573      Squish                                  
  21.      39026 f1ne__                                561      Dxeno R9                                
  22.      46875 nori258                               554      NORI                                    
  23.      26082 1993s14                               546      2 $low 2 curiou$                        
  24.      26253 lucasazedo                            537      Redﾉ Lucas                              
  25.      44082 nevoian                               537      nevoian                                 
  26.       8309 terga                                 528      Ronnie Pickering                        
  27.      40251 baran077                              517      {SQUID}YEŞİL                            
  28.      30093 thatyorkshireman                      498      [TC] ›Yung‹                             
  29.      15510 watergun                              485      Water Gun                               
  30.      13948 MaGiC DuB                             479      [6S] MäGiC                              
  31.      40500 m4w005                                470      M4W005 [VR]                             
  32.      39867 racing101                             464      SMOKEY                                  
  33.      28938 speeddemonn                           448      [ RDSR ] Speed'D!                       
  34.      46125 angelopascarella                      443      [P R ] たくみ                              
  35.      47478 killasesh                             443      Killasesh                               
  36.      46503 monks1                                441      monks                                   
  37.      37836 kropka                                434      Kropka                                  
  38.      41373 shinigami85                           425      { Squid } Sweety                        
  39.      45513 danasviac                             399      dnas                                    
  40.      46169 grassic                               394      ηgμ ｫ grassic                           
  41.      36474 akumaz                                384      ηgμ ｫ npc                               
  42.      47228 flixdamber                            383      flixdamber                              
  43.      41871 emrecansmsk                           383      ( F F ) Emre.C                          
  44.      46873 vlastimil                             376      Brehaaim                                
  45.      42227 sti1                                  365      B ★ S`STI 1                             
  46.      34206 lastgear                              361      webbo                                   
  47.      44045 sirac.54_                             349      [PACT] Muffin                           
  48.      26192 marty_deslions                        344      Redﾉ Marty                              
  49.      43548 suskun068                             337      Swim> TopRat                            
  50.      39131 xsr                                   336      [ KTS ] KAZIK                           
  51.      45109 rrealp                                335      SON OFTHE GOD                           
  52.      45609 psychosis                             334      Gh0st™                                  
  53.      31357 ulfrevo123                            333      [GKG] MARUS                             
  54.      30398 barbecuedpossumyt                     306      Rﾉ BarbecuedPossum                      
  55.      33967 esperanto_ch                          291      x3w 4u 0ux                              
  56.      21396 lucas.pouzols2                        291      Sl yd ox ™                              
  57.      28892 ibtasim6781                           287      arg[cop]                                
  58.      39491 kabaczek007                           283      [TAXI] Colin                            
  59.      45364 the_rodrigs1                          282      Synex                                   
  60.      45504 matutkruse                            280      Matut                                   
  61.      43261 elcore_                               276      [S y N] elcore_                         
  62.      44362 andrei1111                            276      andrei1111                              
  63.      34106 urke_radovanovic                      260      [ DS ] Urke                             
  64.      41297 mrjoao007                             248      MONTANELAS                              
  65.      45112 cionada                               247      F15                                     
  66.      40659 cgtyksy55                             246      Redﾉ CCTV                               
  67.      19599 verke                                 234      * ‹[TC] ›Petsu‹                         
  68.      44496 smorg                                 231      Kadir 09                                
  69.      26951 rastaman1                             230      [ DK ] MiniAngilo                       
  70.      10835 tacotuesday83                         222      Butt Pinch                              
  71.      44541 dreadzy                               219      dread2y                                 
  72.      44693 loloqe                                213      guiism__                                
  73.      45254 inneshzx                              211      nicat                                   
  74.      43369 alejandro_xbox                        211      zerooo ™                                
  75.      46449 mister lolz                           210      Use Protection                          
  76.      43360 ismailcem06                           209      RRE                                     
  77.      44300 surungentofs                          205      ＧＴＣ ゑ sharp.                            
  78.      42317 eetz1                                 202      V M . Eetzi                             
  79.      46668 seansitoxd                            201      Sean                                    
  80.      12266 nelahh                                199      †hë ™ ¢øllëç†ør                         
  81.      39927 relas                                 197      greek guy (g920)                        
  82.      44922 luanlk123                             184      © Lszinn ©                              
  83.      46575 claudio_cc                            178      [SHITVIK] Caudo                         
  84.      42454 jambrudas                             178      Redﾉ Pίcκ'Ζ.btc                         
  85.      43583 a04bc_                                177      snax                                    
  86.      40607 biomeri                               171      bio                                     
  87.      40449 stance king1                          170      :)                                      
  88.      41534 ode__                                 166      Ode__                                   
  89.      37942 isaac68ea                             166      Redﾉ Newton, Isaac                      
  90.      47073 batuhan355131                         166      Curse>£                                 
  91.      46626 ayca_arslan                           166      ayca_arslan                             
  92.      47464 giupa04                               160      1.17.230                                
  93.      46859 petranas                              160      W j / Petranas                          
  94.      47305 griffin20069                          158      [ LCS- ﾏ] Girfen                        
  95.       1238 Rascar13                              157      [TC]›Ras‹                               
  96.      45913 whatalife                             155      whatalife                               
  97.      46545 elmilicox2                            151      ma zz i '                               
  98.      42023 xs4ncakx                              151      [тя] 'Çapın.                            
  99.      20375 notsosideways                         151      [TC-G] Blacktop                         
 100.      44893 vankata17                             148      JDM Style                               

Robber_stats_Time_being_chased:
 Rank    User ID Username                  Robber_stats_Time_being_chased      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      47318 q4llo                                  27      q 4 llo``~                              
   2.      46545 elmilicox2                             26      ma zz i '                               
   3.      47272 staarmaakas                            24      karkai nuia                             
   4.      47384 halisbjk28                             24      Execute                                 
   5.      44602 yeetwithcream                          23      Yeet With Cream                         
   6.      41373 shinigami85                            23      { Squid } Sweety                        
   7.      46786 cjzz                                   22      cz( g27 )                               
   8.      39026 f1ne__                                 21      Dxeno R9                                
   9.      46455 ryzen.nxs                              21      RJ Style! Statt                         
  10.      47202 tmehmet                                19      T Mehmet                                
  11.      47481 m4rzo                                  18      M4RZO                                   
  12.      46339 lvblc5                                 17      lCryp                                   
  13.      47464 giupa04                                15      1.17.230                                
  14.      46858 lokinpoikalenni                        15      LOKINPOIKA                              
  15.      46966 dijeras                                15      MRS ﾁ Nandinho                          
  16.      25566 dyprakz                                15      Irish Stig                              
  17.      47245 anti0505                               14      Sleper (G29)                            
  18.      43360 ismailcem06                            14      RRE                                     
  19.      47435 ryx                                    14      ryx                                     
  20.      44884 itzbits                                12      gang2                                   
  21.      44904 hamez                                  12      hamez                                   
  22.      47478 killasesh                              11      Killasesh                               
  23.      45262 bilalozback                            11      BLL                                     
  24.      44122 berkayb6493                            11      g29bosseking                            
  25.      42498 megagamer841                           10      Squeeze Benzz                           
  26.      44847 szyvkiseba                             10      szafranito                              
  27.      47471 young.drift                            10      Roham                                   
