June 2025

Driven_distance:
 Rank    User ID Username                  Driven_distance      Nickname                                
  90.      43796 toxipas                                 0      HELL sas                                
  91.      44922 luanlk123                               0      © Lszinn ©                              
  92.      45344 tippo                                   0      - Tipponub -                            
  93.      39148 luckv                                   0      LucKy                                   
  94.      47307 wavebulgaria                            0      S Shi kov                               
  95.      40681 supracii3529                            0      Kagvafil                                
  96.      47438 juniorthabs100                          0      JOLLOF                                  
  97.      41712 edvinaxas                               0      Swim> AWECA                             
  98.      39496 leo2828                                 0      LEOD.IT YT                              
  99.      46125 angelopascarella                        0      [P R ] たくみ                              
 100.      43637 cihanarisoylu                           0      ＧＴＣ ゑ Kasper                            

Roleplaying_Winch_used:
 Rank    User ID Username                  Roleplaying_Winch_used      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      47374 ross2750                               48      [LCS-G] Not Ross                        
   2.      41745 pagani18                               39      [ H U N ] NEPSUS                        
   3.      45120 urmonagel14                            37      [RES] U .Nagel 23                       
   4.      28134 ke608                                  21      [MED] AAA EMS                           
   5.      31993 aplastador200                          13      [TOW] Aplazt                            
   6.      42795 acidboy                                13      ηgμ ｫ adac[MED]                         
   7.       1238 Rascar13                               13      [TC]›Ras‹                               
   8.      40430 gunther steiner                         9      Redﾉ Steiner[COP]                       
   9.      18845 lukey747                                9      [TC] ›Luke™‹ [RES]                      
  10.      29964 viktors3232                             9      Rﾉ fartpower[tow]                       
  11.       3895 Piggy501                                8      [TC] ›Nick‹ [VCU]                       
  12.      46590 miguelaleaf                             7      [MED] MIGUEL VR                         
  13.      26192 marty_deslions                          7      Redﾉ Marty                              
  14.      31311 zgrywus1908                             6      [ KTS ] Zgryw[RES]                      
  15.      31598 spankyjack3                             6      Redﾉ FATHER                             
  16.      43604 realistadam                             6      RealistAdam                             
  17.      40663 muratcan2370                            6      Dapolyon [V900]                         
  18.      16185 turb0keule                              6      [TOW] Keule                             
  19.      44911 pug=309                                 5      Jason n                                 
  20.      46575 claudio_cc                              5      [SHITVIK] Caudo                         
  21.      37942 isaac68ea                               5      Redﾉ Newton, Isaac                      
  22.      19071 pcpaultje2                              5      Redﾉ TT [COP]                           
  23.      16249 nike[lv]                                5      SO • Freddy [RES]                       
  24.      29189 cetink.                                 5      [ RDSR ] Fearr                          
  25.      47305 griffin20069                            4      [ LCS- ﾏ] Girfen                        
  26.      35301 darkveneno123                           4      [MED] D a rk                            
  27.      46318 nortaf007                               3      ηgμ ｫ nor[TAXI]                         
  28.      37317 bayanofmansorofisky                     3      Redﾉ BM                                 
  29.      44094 ouk1                                    3      [TOW] Ouk1                              
  30.      40417 vitorpro99                              2      [MED] Vitor                             
  31.      30093 thatyorkshireman                        2      [TC] ›Yung‹                             
  32.      39149 alptigin41                              2      Lancer IX                               
  33.      43573 wampy                                   2      [COP] Wa m py ™                         
  34.      36474 akumaz                                  1      ηgμ ｫ npc                               
  35.      43583 a04bc_                                  1      snax                                    
  36.      41544 yasso7up                                1      tBug                                    
  37.      40659 cgtyksy55                               1      Redﾉ CCTV                               
  38.      42816 fastranker1                             1      [CSR] Yunos                             
  39.      28654 mbt                                     1      ｢O K｣ мвт                               
  40.      16012 tnt25                                   1      [6S] Adamo [COP]                        
  41.      43310 tagohein                                1      KAA LI KAS                              
  42.      30933 kentwolf                                1      [6S] Feb [COP]                          
  43.      43444 slyvute                                 1      [PACT] Trax [COP]                       
  44.      29421 patryk1967                              1      [TC] ›Wil‹ [TOW]                        
  45.      43942 firet1ger                               1      NotStock                                
  46.      43674 maxpower147                             1      SG マ MaxPower147                        
  47.      45636 biggie48                                1      BIG?                                    
  48.      25704 psykoze                                 1      [ ﾏ ]Lolita                             
  49.      14157 Balazs91                                0      Blaze H U N                             
  50.      41297 mrjoao007                               0      MONTANELAS                              
  51.      45202 ahmet_enes                              0      ahmet_enes66                            
  52.      42246 bruh.31                                 0      AS AF                                   
  53.      46983 shamrox                                 0      Hy Drous                                
  54.      44123 kaelo_fx                                0      [COP] Tour GSP                          
  55.      31679 schassis                                0      [6S] Mark                               
  56.      47498 mikko.viitala                           0      osmovii                                 
  57.      25215 m52b28                                  0      Buying (TC) Cash                        
  58.      44831 cngzhnbdr                               0      Hardﾔuned ､ Chcky                       
  59.      43796 toxipas                                 0      HELL sas                                
  60.      44922 luanlk123                               0      © Lszinn ©                              
  61.      45344 tippo                                   0      - Tipponub -                            
  62.      39148 luckv                                   0      LucKy                                   
  63.      40866 01alperen001                            0      RDP•Ali [COP]                           
  64.      47307 wavebulgaria                            0      S Shi kov                               
  65.      40681 supracii3529                            0      Kagvafil                                
  66.      47438 juniorthabs100                          0      JOLLOF                                  
  67.      41712 edvinaxas                               0      Swim> AWECA                             
  68.      39496 leo2828                                 0      LEOD.IT YT                              
  69.      46125 angelopascarella                        0      [P R ] たくみ                              
  70.      43637 cihanarisoylu                           0      ＧＴＣ ゑ Kasper                            
  71.      45902 dravens                                 0      °S4CE | Ere Not                         
  72.      47444 vetoaxel                                0      RM-racing Aleks L                       
  73.      46021 aligamingarabic                         0      R L • AliGaming                         
  74.      23297 blacktea                                0      SL ™ LINGER                             
  75.      44401 trigalmidtech                           0      FarmerKurd44                            
  76.      44045 sirac.54_                               0      [PACT] Muffin                           
  77.      40865 hakan0133                               0      ηgμ ｫ hako                              
  78.      29232 newpressgamerdk                         0      EMILIO                                  
  79.      27785 sir elton john                          0      [TC] ›Chaz‹ [VCU]                       
  80.         87 LeonRL                                  0      [TC]›Leon‹[VCU]                         
  81.      41796 countess                                0      Countess                                
  82.      43231 uf1                                     0      } uf1                                   
  83.      26188 rapidfiregaming                         0      Redﾉ Bas                                
  84.      38737 balintka1234                            0      G umifüst R acing                       
  85.      28938 speeddemonn                             0      [ RDSR ] Speed'D!                       
  86.      43548 suskun068                               0      Swim> TopRat                            
  87.      45364 the_rodrigs1                            0      Synex                                   
  88.      28016 nawz22                                  0      nawzy                                   
  89.      29639 13brotary                               0      13brotary                               
  90.      46565 grzechu_007                             0      [TAXI] Grzechu                          
  91.      44017 abcaz987                                0      abc az 987                              
  92.      45458 nopixel211                              0      Leo nid ász:3                           
  93.      46786 cjzz                                    0      cz( g27 )                               
  94.      24631 lowriders                               0      Swedish Guy                             
  95.      36405 pwaduser                                0      pwad                                    
  96.      44926 ronnie_pickering_                       0      alan reet                               
  97.      36092 thesevenofclubs                         0      [6S] Anansi                             
  98.      30291 redbot_                                 0      |ﾏed ßoT                                
  99.      44486 tunahan2454                             0      L µ n a x                               
 100.      26794 fillakilla12                            0      Redﾉ Filla                              

Roleplaying_Ramps_placed:
 Rank    User ID Username                  Roleplaying_Ramps_placed      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      37942 isaac68ea                             127      Redﾉ Newton, Isaac                      
   2.      29421 patryk1967                             79      [TC] ›Wil‹ [TOW]                        
   3.      30933 kentwolf                               77      [6S] Feb [COP]                          
   4.       3895 Piggy501                               60      [TC] ›Nick‹ [VCU]                       
   5.      37317 bayanofmansorofisky                    57      Redﾉ BM                                 
   6.      29964 viktors3232                            52      Rﾉ fartpower[tow]                       
   7.      40659 cgtyksy55                              51      Redﾉ CCTV                               
   8.      42795 acidboy                                47      ηgμ ｫ adac[MED]                         
   9.      31993 aplastador200                          45      [TOW] Aplazt                            
  10.      29189 cetink.                                44      [ RDSR ] Fearr                          
  11.      44911 pug=309                                34      Jason n                                 
  12.      36474 akumaz                                 32      ηgμ ｫ npc                               
  13.      18075 sean_drifter                           30      Redﾉ SeanProd .TV                       
  14.      28134 ke608                                  29      [MED] AAA EMS                           
  15.      16012 tnt25                                  24      [6S] Adamo [COP]                        
  16.      43310 tagohein                               20      KAA LI KAS                              
  17.      46318 nortaf007                              16      ηgμ ｫ nor[TAXI]                         
  18.      46590 miguelaleaf                            12      [MED] MIGUEL VR                         
  19.      46575 claudio_cc                             10      [SHITVIK] Caudo                         
  20.      28654 mbt                                    10      ｢O K｣ мвт                               
  21.      47318 q4llo                                  10      q 4 llo``~                              
  22.      44094 ouk1                                   10      [TOW] Ouk1                              
  23.      41796 countess                                9      Countess                                
  24.      46087 yetkinbaba                              9      Redﾉ Lancer                             
  25.      25704 psykoze                                 9      [ ﾏ ]Lolita                             
  26.      39866 duno                                    8      Duno                                    
  27.      35012 badkapp62                               8      Redﾉ Badkapp                            
  28.      27293 J--                                     7      V M . January                           
  29.      16249 nike[lv]                                7      SO • Freddy [RES]                       
  30.      43444 slyvute                                 6      [PACT] Trax [COP]                       
  31.      19071 pcpaultje2                              6      Redﾉ TT [COP]                           
  32.      45120 urmonagel14                             6      [RES] U .Nagel 23                       
  33.      28938 speeddemonn                             5      [ RDSR ] Speed'D!                       
  34.       1238 Rascar13                                5      [TC]›Ras‹                               
  35.      12846 DJmad                                   5      [SHITVIKS] fraud.                       
  36.      24338 vercetti87                              5      Drunkﾉ Greta                            
  37.      43674 maxpower147                             4      SG マ MaxPower147                        
  38.      31311 zgrywus1908                             3      [ KTS ] Zgryw[RES]                      
  39.      31598 spankyjack3                             3      Redﾉ FATHER                             
  40.      40663 muratcan2370                            3      Dapolyon [V900]                         
  41.      42816 fastranker1                             2      [CSR] Yunos                             
  42.      23496 p.h.d_gonapus                           2      вıggı [COP]                             
  43.      39149 alptigin41                              2      Lancer IX                               
  44.      16185 turb0keule                              2      [TOW] Keule                             
  45.      14157 Balazs91                                0      Blaze H U N                             
  46.      41297 mrjoao007                               0      MONTANELAS                              
  47.      45202 ahmet_enes                              0      ahmet_enes66                            
  48.      42246 bruh.31                                 0      AS AF                                   
  49.      46983 shamrox                                 0      Hy Drous                                
  50.      44123 kaelo_fx                                0      [COP] Tour GSP                          
  51.      43583 a04bc_                                  0      snax                                    
  52.      41544 yasso7up                                0      tBug                                    
  53.      31679 schassis                                0      [6S] Mark                               
  54.      47305 griffin20069                            0      [ LCS- ﾏ] Girfen                        
  55.      47498 mikko.viitala                           0      osmovii                                 
  56.      25215 m52b28                                  0      Buying (TC) Cash                        
  57.      44831 cngzhnbdr                               0      Hardﾔuned ､ Chcky                       
  58.      43796 toxipas                                 0      HELL sas                                
  59.      44922 luanlk123                               0      © Lszinn ©                              
  60.      45344 tippo                                   0      - Tipponub -                            
  61.      39148 luckv                                   0      LucKy                                   
  62.      40866 01alperen001                            0      RDP•Ali [COP]                           
  63.      47307 wavebulgaria                            0      S Shi kov                               
  64.      40681 supracii3529                            0      Kagvafil                                
  65.      47438 juniorthabs100                          0      JOLLOF                                  
  66.      41712 edvinaxas                               0      Swim> AWECA                             
  67.      39496 leo2828                                 0      LEOD.IT YT                              
  68.      46125 angelopascarella                        0      [P R ] たくみ                              
  69.      43637 cihanarisoylu                           0      ＧＴＣ ゑ Kasper                            
  70.      45902 dravens                                 0      °S4CE | Ere Not                         
  71.      47444 vetoaxel                                0      RM-racing Aleks L                       
  72.      46021 aligamingarabic                         0      R L • AliGaming                         
  73.      23297 blacktea                                0      SL ™ LINGER                             
  74.      44401 trigalmidtech                           0      FarmerKurd44                            
  75.      44045 sirac.54_                               0      [PACT] Muffin                           
  76.      40865 hakan0133                               0      ηgμ ｫ hako                              
  77.      29232 newpressgamerdk                         0      EMILIO                                  
  78.      27785 sir elton john                          0      [TC] ›Chaz‹ [VCU]                       
  79.         87 LeonRL                                  0      [TC]›Leon‹[VCU]                         
  80.      43231 uf1                                     0      } uf1                                   
  81.      26188 rapidfiregaming                         0      Redﾉ Bas                                
  82.      38737 balintka1234                            0      G umifüst R acing                       
  83.      43548 suskun068                               0      Swim> TopRat                            
  84.      45364 the_rodrigs1                            0      Synex                                   
  85.      28016 nawz22                                  0      nawzy                                   
  86.      29639 13brotary                               0      13brotary                               
  87.      46565 grzechu_007                             0      [TAXI] Grzechu                          
  88.      44017 abcaz987                                0      abc az 987                              
  89.      45458 nopixel211                              0      Leo nid ász:3                           
  90.      46786 cjzz                                    0      cz( g27 )                               
  91.      24631 lowriders                               0      Swedish Guy                             
  92.      36405 pwaduser                                0      pwad                                    
  93.      44926 ronnie_pickering_                       0      alan reet                               
  94.      36092 thesevenofclubs                         0      [6S] Anansi                             
  95.      30291 redbot_                                 0      |ﾏed ßoT                                
  96.      44486 tunahan2454                             0      L µ n a x                               
  97.      26794 fillakilla12                            0      Redﾉ Filla                              
  98.      40210 example125                              0      JDMWorks • Lukies                       
  99.      40085 manoelbr                                0      MRS ﾁ MANOEL                            
 100.      45684 rattao                                  0      Rattao                                  

Roleplaying_Bridges_placed:
 Rank    User ID Username                  Roleplaying_Bridges_placed      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      16012 tnt25                                  82      [6S] Adamo [COP]                        
   2.       3895 Piggy501                               80      [TC] ›Nick‹ [VCU]                       
   3.      37317 bayanofmansorofisky                    54      Redﾉ BM                                 
   4.      29964 viktors3232                            38      Rﾉ fartpower[tow]                       
   5.      25704 psykoze                                26      [ ﾏ ]Lolita                             
   6.      39149 alptigin41                             20      Lancer IX                               
   7.      40659 cgtyksy55                              11      Redﾉ CCTV                               
   8.      23031 ali_dk                                  7      Meysam                                  
   9.      45120 urmonagel14                             6      [RES] U .Nagel 23                       
  10.      41796 countess                                3      Countess                                
  11.      19071 pcpaultje2                              3      Redﾉ TT [COP]                           
  12.      43674 maxpower147                             3      SG マ MaxPower147                        
  13.      39866 duno                                    2      Duno                                    
  14.      31993 aplastador200                           1      [TOW] Aplazt                            
  15.      18075 sean_drifter                            1      Redﾉ SeanProd .TV                       
  16.      14157 Balazs91                                0      Blaze H U N                             
  17.      41297 mrjoao007                               0      MONTANELAS                              
  18.      45202 ahmet_enes                              0      ahmet_enes66                            
  19.      42246 bruh.31                                 0      AS AF                                   
  20.      36474 akumaz                                  0      ηgμ ｫ npc                               
  21.      46983 shamrox                                 0      Hy Drous                                
  22.      44123 kaelo_fx                                0      [COP] Tour GSP                          
  23.      44911 pug=309                                 0      Jason n                                 
  24.      43583 a04bc_                                  0      snax                                    
  25.      41544 yasso7up                                0      tBug                                    
  26.      31679 schassis                                0      [6S] Mark                               
  27.      47305 griffin20069                            0      [ LCS- ﾏ] Girfen                        
  28.      47498 mikko.viitala                           0      osmovii                                 
  29.      25215 m52b28                                  0      Buying (TC) Cash                        
  30.      44831 cngzhnbdr                               0      Hardﾔuned ､ Chcky                       
  31.      43796 toxipas                                 0      HELL sas                                
  32.      44922 luanlk123                               0      © Lszinn ©                              
  33.      46590 miguelaleaf                             0      [MED] MIGUEL VR                         
  34.      45344 tippo                                   0      - Tipponub -                            
  35.      39148 luckv                                   0      LucKy                                   
  36.      40866 01alperen001                            0      RDP•Ali [COP]                           
  37.      47307 wavebulgaria                            0      S Shi kov                               
  38.      40681 supracii3529                            0      Kagvafil                                
  39.      47438 juniorthabs100                          0      JOLLOF                                  
  40.      41712 edvinaxas                               0      Swim> AWECA                             
  41.      39496 leo2828                                 0      LEOD.IT YT                              
  42.      46125 angelopascarella                        0      [P R ] たくみ                              
  43.      43637 cihanarisoylu                           0      ＧＴＣ ゑ Kasper                            
  44.      45902 dravens                                 0      °S4CE | Ere Not                         
  45.      47444 vetoaxel                                0      RM-racing Aleks L                       
  46.      46021 aligamingarabic                         0      R L • AliGaming                         
  47.      23297 blacktea                                0      SL ™ LINGER                             
  48.      44401 trigalmidtech                           0      FarmerKurd44                            
  49.      44045 sirac.54_                               0      [PACT] Muffin                           
  50.      40865 hakan0133                               0      ηgμ ｫ hako                              
  51.      29232 newpressgamerdk                         0      EMILIO                                  
  52.      27785 sir elton john                          0      [TC] ›Chaz‹ [VCU]                       
  53.         87 LeonRL                                  0      [TC]›Leon‹[VCU]                         
  54.      43231 uf1                                     0      } uf1                                   
  55.      26188 rapidfiregaming                         0      Redﾉ Bas                                
  56.      38737 balintka1234                            0      G umifüst R acing                       
  57.      28938 speeddemonn                             0      [ RDSR ] Speed'D!                       
  58.      43548 suskun068                               0      Swim> TopRat                            
  59.      45364 the_rodrigs1                            0      Synex                                   
  60.      28016 nawz22                                  0      nawzy                                   
  61.      29639 13brotary                               0      13brotary                               
  62.      46565 grzechu_007                             0      [TAXI] Grzechu                          
  63.      44017 abcaz987                                0      abc az 987                              
  64.      45458 nopixel211                              0      Leo nid ász:3                           
  65.      46786 cjzz                                    0      cz( g27 )                               
  66.      24631 lowriders                               0      Swedish Guy                             
  67.      36405 pwaduser                                0      pwad                                    
  68.      46318 nortaf007                               0      ηgμ ｫ nor[TAXI]                         
  69.      44926 ronnie_pickering_                       0      alan reet                               
  70.      36092 thesevenofclubs                         0      [6S] Anansi                             
  71.      30291 redbot_                                 0      |ﾏed ßoT                                
  72.      44486 tunahan2454                             0      L µ n a x                               
  73.      26794 fillakilla12                            0      Redﾉ Filla                              
  74.      40210 example125                              0      JDMWorks • Lukies                       
  75.      40085 manoelbr                                0      MRS ﾁ MANOEL                            
  76.      45684 rattao                                  0      Rattao                                  
  77.      46545 elmilicox2                              0      ma zz i '                               
  78.      42581 efedits                                 0      TR HULK CIVIC                           
  79.      31237 coltdriver                              0      Coltdriver                              
  80.      47475 andyoz                                  0      [TAXI] Andyoz                           
  81.      30277 robb5                                   0      R obert                                 
  82.      35468 norvegas1997                            0      ˜ Schnitzel ˜                           
  83.      28536 piieter050                              0      #420 piieter                            
  84.      16963 audi a3                                 0      Eimantas / / /                          
  85.      47211 napi                                    0      napi                                    
  86.      39239 jordanvalov                             0      [CSR] Yordan                            
  87.      38227 ilya18101                               0      [COP] IRAN                              
  88.      44249 ionicaa                                 0      ionicaa G27                             
  89.      15429 95potato                                0      JAYMAN                                  
  90.      40430 gunther steiner                         0      Redﾉ Steiner[COP]                       
  91.      37250 theauris                                0      [ Σ ] Le Rifi                           
  92.      45961 snipez1234                              0      Julio                                   
  93.      46060 diselis2                                0      greitis                                 
  94.      29893 vanzeto                                 0      VANZETO                                 
  95.      30441 irecless                                0      xPonzoo                                 
  96.      41689 e-30 king                               0      ηgμ ｫ cakır                             
  97.      47478 killasesh                               0      Killasesh                               
  98.      46312 spectrex                                0      • Spectre • [TOW]                       
  99.      47272 staarmaakas                             0      karkai nuia                             
 100.      42605 hadiz                                   0      Lemon Lime                              

Roleplaying_Hazard_signs_used:
 Rank    User ID Username                  Roleplaying_Hazard_signs_used      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      23031 ali_dk                                 11      Meysam                                  
   2.      46590 miguelaleaf                             9      [MED] MIGUEL VR                         
   3.      46575 claudio_cc                              7      [SHITVIK] Caudo                         
   4.      43573 wampy                                   7      [COP] Wa m py ™                         
   5.      32194 daugava                                 6      BIGSMOKE                                
   6.      44045 sirac.54_                               4      [PACT] Muffin                           
   7.      31993 aplastador200                           4      [TOW] Aplazt                            
   8.       3895 Piggy501                                4      [TC] ›Nick‹ [VCU]                       
   9.      37317 bayanofmansorofisky                     4      Redﾉ BM                                 
  10.      44123 kaelo_fx                                3      [COP] Tour GSP                          
  11.         87 LeonRL                                  3      [TC]›Leon‹[VCU]                         
  12.      40430 gunther steiner                         3      Redﾉ Steiner[COP]                       
  13.      42936 3xb                                     3      [COP] Q S.5osy                          
  14.      43604 realistadam                             3      RealistAdam                             
  15.      39149 alptigin41                              3      Lancer IX                               
  16.      35301 darkveneno123                           3      [MED] D a rk                            
  17.      22662 bowler                                  3      [PACT] Ganji [COP]                      
  18.      16185 turb0keule                              3      [TOW] Keule                             
  19.      43185 legenddarius                            3      [COP] Daniel                            
  20.      28938 speeddemonn                             2      [ RDSR ] Speed'D!                       
  21.      28134 ke608                                   2      [MED] AAA EMS                           
  22.      42258 kriszti_09                              2      [PACT] Krisztián                        
  23.      44610 hasan0602                               2      Swim> lewis                             
  24.       6471 superstix                               2      Josh[COP]                               
  25.      26188 rapidfiregaming                         1      Redﾉ Bas                                
  26.      46312 spectrex                                1      • Spectre • [TOW]                       
  27.       1238 Rascar13                                1      [TC]›Ras‹                               
  28.      47318 q4llo                                   1      q 4 llo``~                              
  29.      45440 buntidondo                              1      [PACT] Ahmed                            
  30.      26192 marty_deslions                          1      Redﾉ Marty                              
  31.      22101 revleon                                 1      Redﾉ Daddy [COP]                        
  32.      45120 urmonagel14                             1      [RES] U .Nagel 23                       
  33.      47374 ross2750                                1      [LCS-G] Not Ross                        
  34.      25704 psykoze                                 1      [ ﾏ ]Lolita                             
  35.      29189 cetink.                                 1      [ RDSR ] Fearr                          
  36.      12477 mikebez                                 1      [TC] ›Bez‹ [COP]                        
  37.      14157 Balazs91                                0      Blaze H U N                             
  38.      41297 mrjoao007                               0      MONTANELAS                              
  39.      45202 ahmet_enes                              0      ahmet_enes66                            
  40.      42246 bruh.31                                 0      AS AF                                   
  41.      36474 akumaz                                  0      ηgμ ｫ npc                               
  42.      46983 shamrox                                 0      Hy Drous                                
  43.      44911 pug=309                                 0      Jason n                                 
  44.      43583 a04bc_                                  0      snax                                    
  45.      41544 yasso7up                                0      tBug                                    
  46.      31679 schassis                                0      [6S] Mark                               
  47.      47305 griffin20069                            0      [ LCS- ﾏ] Girfen                        
  48.      47498 mikko.viitala                           0      osmovii                                 
  49.      25215 m52b28                                  0      Buying (TC) Cash                        
  50.      44831 cngzhnbdr                               0      Hardﾔuned ､ Chcky                       
  51.      43796 toxipas                                 0      HELL sas                                
  52.      44922 luanlk123                               0      © Lszinn ©                              
  53.      45344 tippo                                   0      - Tipponub -                            
  54.      39148 luckv                                   0      LucKy                                   
  55.      40866 01alperen001                            0      RDP•Ali [COP]                           
  56.      47307 wavebulgaria                            0      S Shi kov                               
  57.      40681 supracii3529                            0      Kagvafil                                
  58.      47438 juniorthabs100                          0      JOLLOF                                  
  59.      41712 edvinaxas                               0      Swim> AWECA                             
  60.      39496 leo2828                                 0      LEOD.IT YT                              
  61.      46125 angelopascarella                        0      [P R ] たくみ                              
  62.      43637 cihanarisoylu                           0      ＧＴＣ ゑ Kasper                            
  63.      45902 dravens                                 0      °S4CE | Ere Not                         
  64.      47444 vetoaxel                                0      RM-racing Aleks L                       
  65.      46021 aligamingarabic                         0      R L • AliGaming                         
  66.      23297 blacktea                                0      SL ™ LINGER                             
  67.      44401 trigalmidtech                           0      FarmerKurd44                            
  68.      40865 hakan0133                               0      ηgμ ｫ hako                              
  69.      29232 newpressgamerdk                         0      EMILIO                                  
  70.      27785 sir elton john                          0      [TC] ›Chaz‹ [VCU]                       
  71.      41796 countess                                0      Countess                                
  72.      43231 uf1                                     0      } uf1                                   
  73.      38737 balintka1234                            0      G umifüst R acing                       
  74.      43548 suskun068                               0      Swim> TopRat                            
  75.      45364 the_rodrigs1                            0      Synex                                   
  76.      28016 nawz22                                  0      nawzy                                   
  77.      29639 13brotary                               0      13brotary                               
  78.      46565 grzechu_007                             0      [TAXI] Grzechu                          
  79.      44017 abcaz987                                0      abc az 987                              
  80.      45458 nopixel211                              0      Leo nid ász:3                           
  81.      46786 cjzz                                    0      cz( g27 )                               
  82.      24631 lowriders                               0      Swedish Guy                             
  83.      36405 pwaduser                                0      pwad                                    
  84.      46318 nortaf007                               0      ηgμ ｫ nor[TAXI]                         
  85.      44926 ronnie_pickering_                       0      alan reet                               
  86.      36092 thesevenofclubs                         0      [6S] Anansi                             
  87.      30291 redbot_                                 0      |ﾏed ßoT                                
  88.      44486 tunahan2454                             0      L µ n a x                               
  89.      26794 fillakilla12                            0      Redﾉ Filla                              
  90.      40210 example125                              0      JDMWorks • Lukies                       
  91.      40085 manoelbr                                0      MRS ﾁ MANOEL                            
  92.      45684 rattao                                  0      Rattao                                  
  93.      46545 elmilicox2                              0      ma zz i '                               
  94.      42581 efedits                                 0      TR HULK CIVIC                           
  95.      31237 coltdriver                              0      Coltdriver                              
  96.      47475 andyoz                                  0      [TAXI] Andyoz                           
  97.      30277 robb5                                   0      R obert                                 
  98.      35468 norvegas1997                            0      ˜ Schnitzel ˜                           
  99.      28536 piieter050                              0      #420 piieter                            
 100.      16963 audi a3                                 0      Eimantas / / /                          

Roleplaying_SOS_calls_made:
 Rank    User ID Username                  Roleplaying_SOS_calls_made      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      13401 GT4_PL                                 59      G T 4 t u b e                           
   2.      46936 zungurt                                54      Zungurt                                 
