2025 Summary
Data from: TC_Database_03_2025.db, TC_Database_04_2025.db, TC_Database_05_2025.db, TC_Database_06_2025.db

Driven_distance:
 Rank    User ID Username                  Driven_distance      Nickname                                
  44.      42795 acidboy                               178      ηgμ ｫ adac                              
  45.      40193 benray12345                           177      SO • Benray                             
  46.      26468 shadowfast                            177      [6S] Hakou                              
  47.      40242 astraxan                              175      TERMINATOR                              
  48.      16012 tnt25                                 174      [6S] Adamo                              
  49.       1238 Rascar13                              173      [TC]›Ras‹                               
  50.      28938 speeddemonn                           173      RDR • Speed! [RES]                      
  51.      39239 jordanvalov                           172      [CSR] Yordan                            
  52.      39866 duno                                  172      Duno                                    
  53.      46021 aligamingarabic                       172      Im Ali Friend                           
  54.      45902 dravens                               172      °S4CE | Ere Not                         
  55.      47305 griffin20069                          171      [ LCS- ﾏ] Girfen                        
  56.      29421 patryk1967                            170      [TC] ›Wilczek‹                          
  57.      40877 sametttpe                             168      dﾞchase ﾏ` samet                        
  58.      30172 robo1990                              165      dﾞchase ﾏ` ROBO                         
  59.      13142 ledzz                                 159      yt/ ledjdm                              
  60.      31122 crt7                                  158      ｢O K｣ Mimsip                            
  61.      43548 suskun068                             154      S> [COP] TopRat                         
  62.      35236 ludo99                                151      [CSR] ludo                              
  63.      45835 raklomore                             148      rak                                     
  64.      46575 claudio_cc                            146      Cooper                                  
  65.      37317 bayanofmansorofisky                   146      Redﾉ BM                                 
  66.      28654 mbt                                   138      ｢O K｣ мвт                               
  67.      33123 thegamer147                           136      RDP•Carlos [COP]                        
  68.      42343 bigdoa                                133      み Npoh                                  
  69.      36473 jamarsk                               129      [MED] Mario                             
  70.      45712 muhammettskn34                        129      #52 M. Taşkın                           
  71.      46757 snst                                  128      [ ﾏ ] SNSﾞ                              
  72.      27378 tommyii                               128      [6S] LeCat [COP]                        
  73.      29892 xseap-on                              126      EmR ﾞ99[COP]                            
  74.      26192 marty_deslions                        126      Redﾉ Marty                              
  75.      40908 aow                                   125      dﾞchase ﾏ` aow                          
  76.      31311 zgrywus1908                           124      [ KTS ] Zgryw[COP]                      
  77.      42783 e n s                                 123      E N S                                   
  78.      45504 matutkruse                            122      Matut                                   
  79.      31598 spankyjack3                           121      Redﾉ FATHER                             
  80.      40746 solomanlane                           120      [cop] gendarmerie                       
  81.      42332 ozanerkaya                            120      [LOS] Boom                              
  82.      40818 dmrzn                                 119      [6S] Dmrzn                              
  83.       7500 silverracer                           118      Silver                                  
  84.       3245 [OD]Jardim                            117      ｢O K｣ Jardim                            
  85.      43637 cihanarisoylu                         117      〆 Ｋａｓｐｅ ｒ                               
  86.      42617 rubbel_31                             117      ηgμ ｫ racon                             
  87.      44911 pug=309                               117      Jason n                                 
  88.      40158 renzorsa                              116      [ ﾔ ]Renzo                              
  89.      39264 lubomir371                            116      [CSR] •L.ivanov156                      
  90.      39472 map_top                               114      ηgμ ｫ maptop                            
  91.      43214 raion4545                             112      ηgμ ｫ meow                              
  92.      42979 firatrobert_07                        111      [PACT] Robert [COP]                     
  93.      22858 gaga5555                              110      S V K Mayky Bronx                       
  94.      42454 jambrudas                             107      Rﾉ Pίcκ'Ζ. btc                          
  95.      40408 deagle762                             107      [cop]deagle                             
  96.      30454 vilix                                 105      [TC] ›Vilix‹                            
  97.      40647 wolf135                               104      CERTI DRIVERS                           
  98.      42816 fastranker1                           104      [CSR] Yunos                             
  99.      43143 enesozdil                             103      βч. Ene S                               
 100.      24634 bkrisztian91                          103      [CSR] Botos                             

Sent_Money:
 Rank    User ID Username                       Sent_Money      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      39516 mehmetgulec                       501,730      ηgμ ｫ japon                             
   2.      35012 badkapp62                         268,224      Redﾉ Badkapp                            
   3.      37942 isaac68ea                          79,790      Redﾉ Newton, Isaac                      
   4.      40659 cgtyksy55                          74,174      Redﾉ CCTV                               
   5.      45351 mrconfidence                       71,267      WhiteLine License                       
   6.      44271 balangenmarty                      68,091      •FG• CASHINO                            
   7.      45913 whatalife                          54,347      whatalife                               
   8.      46087 yetkinbaba                         44,993      Redﾉ Lancer                             
   9.      46415 aleksis1                           44,303      [P R ] MarizzP                          
  10.      22120 theponczek                         39,223      [ RDSR ] Ponczek                        
  11.      46021 aligamingarabic                    35,618      Im Ali Friend                           
  12.      42317 eetz1                              31,262      V M . Eetzi                             
  13.      32120 franiupl                           29,100      Frank                                   
  14.      41373 shinigami85                        29,063      { Squid } Sweety                        
  15.      36991 forthe                             25,171      [COP] βч For T                          
  16.      23031 ali_dk                             24,656      ! [COP] M EYSA M                        
  17.      12846 DJmad                              21,918      insurance fraud.                        
  18.      25995 gorkema67                          20,533      [COP] -dr                               
  19.      30172 robo1990                           18,544      dﾞchase ﾏ` ROBO                         
  20.      32966 theguiihbr                         18,484      [TC] ›Batman‹                           
  21.      31311 zgrywus1908                        17,816      [ KTS ] Zgryw[COP]                      
  22.      22858 gaga5555                           16,860      S V K Mayky Bronx                       
  23.       3895 Piggy501                           16,303      [TC] ›Nick‹                             
  24.      38014 batekris07                         16,117      •FG• Kris4o                             
  25.      46757 snst                               14,582      [ ﾏ ] SNSﾞ                              
  26.      45440 buntidondo                         14,131      [PACT] Ahmed                            
  27.      22662 bowler                             14,038      [PACT] Ganji [COP]                      
  28.      40818 dmrzn                              13,393      [6S] Dmrzn                              
  29.      42332 ozanerkaya                         13,351      [LOS] Boom                              
  30.      43444 slyvute                            12,682      [PACT] Traxyss                          
  31.      39866 duno                               12,637      Duno                                    
  32.      29189 cetink.                            12,591      [ RDSR ] Fearr                          
  33.      44045 sirac.54_                          11,806      [PACT] Muffin                           
  34.      36474 akumaz                             11,769      ηgμ ｫ npc                               
  35.      41197 milzualnis                         11,652      Wheezy                                  
  36.      42795 acidboy                            11,603      ηgμ ｫ adac                              
  37.      44610 hasan0602                          11,567      Rocco                                   
  38.      45902 dravens                            11,524      °S4CE | Ere Not                         
  39.      26468 shadowfast                         11,300      [6S] Hakou                              
  40.      23390 ivo_drifta                          9,861      Yasen • • •                             
  41.      23749 nismo_1985                          9,766      Astracı                                 
  42.      41544 yasso7up                            9,448      tBug                                    
  43.      41376 glenn quagmire                      8,074      Glenn Quagmire                          
  44.      40866 01alperen001                        7,586      RDP • Ali [COP]                         
  45.      29421 patryk1967                          7,368      [TC] ›Wilczek‹                          
  46.      41796 countess                            7,193      ηgμ ｫ countess                          
  47.      33123 thegamer147                         7,060      RDP•Carlos [COP]                        
  48.      40877 sametttpe                           6,995      dﾞchase ﾏ` samet                        
  49.      22001 lavezzi                             6,797      Panda                                   
  50.      16671 gertracer                           6,610      Redﾉ Gerti                              
  51.      26192 marty_deslions                      6,466      Redﾉ Marty                              
  52.      42816 fastranker1                         6,404      [CSR] Yunos                             
  53.      36092 thesevenofclubs                     6,147      [6S] Anansi [COP]                       
  54.      43548 suskun068                           6,126      S> [COP] TopRat                         
  55.      45444 argamingarabic                      6,053      Mr r p                                  
  56.      40408 deagle762                           5,819      [cop]deagle                             
  57.      42783 e n s                               5,800      E N S                                   
  58.      30933 kentwolf                            5,775      [6S] Feb [COP]                          
  59.      47074 josef.t                             5,700      CATCHMEIFYOUCAN                         
  60.      41346 tkgx                                5,558      TKGX                                    
  61.      29639 13brotary                           5,550      13brotary                               
  62.      39608 y a k u z                           5,486      V M . Yakuz                             
  63.      16012 tnt25                               5,435      [6S] Adamo                              
  64.      19599 verke                               5,401      [TC] ›Petsu‹ [HwA]                      
  65.      20375 notsosideways                       5,345      [TC-G] Blacktop                         
  66.      43583 a04bc_                              5,234      snax                                    
  67.      32486 x t                                 5,110      xт [COP]                                
  68.      45905 sezerbey23                          5,060      Touch IT                                
  69.      30441 irecless                            5,000      xPonzoo                                 
  70.      42617 rubbel_31                           4,886      ηgμ ｫ racon                             
  71.      45026 gtaplay                             4,763      ＰＩＬＯＴ                                   
  72.       1341 Nathan_French_14                    4,753      Moo . Frenchy                           
  73.      39867 racing101                           4,702      SMOKEY                                  
  74.       7500 silverracer                         4,491      Silver                                  
  75.       3245 [OD]Jardim                          4,442      ｢O K｣ Jardim                            
  76.      37317 bayanofmansorofisky                 4,086      Redﾉ BM                                 
  77.      27736 denkanplays                         4,050      SO • Gegg                               
  78.      40583 petrikus                            4,000      Pe ter                                  
  79.      43674 maxpower147                         3,890      [COP] Max Power147                      
  80.      23496 p.h.d_gonapus                       3,835      [COP] вıggı                             
  81.      46715 kng0505                             3,700      Kup 10 ( G29 )                          
  82.      37136 sensizim02                          3,692      ＧＴＣゑNaughty                             
  83.      44237 exgang                              3,562      o zenﾞ 99                               
  84.      26253 lucasazedo                          3,554      Fusca azul calcinha                     
  85.      25485 thestigusa                          3,526      ｢O K｣Jardim'sBoss                       
  86.      43034 kadirarslann                        3,270      E55 Kompressor                          
  87.      43187 joe mama1256                        3,200      SG ﾏ Doofus                             
  88.      25589 jorks                               3,050      Dorks ™                                 
  89.      24859 thuglife_                           3,035      Redﾉ Kaiku                              
  90.      11969 Garypants                           3,000      [TC] ›Carl‹                             
  91.      13971 StYL3R                              3,000      LawB～dark                               
  92.      40112 vladutz_                            2,941      cyrex                                   
  93.      43471 hkuzucu06                           2,903      Huseyin K.                              
  94.      30454 vilix                               2,868      [TC] ›Vilix‹                            
  95.      34434 senna.0213                          2,780      Commander Senna [COP]                   
  96.      46983 shamrox                             2,715      Hy Drous                                
  97.      43309 falconx1994                         2,700      Falcon X                                
  98.      40251 baran077                            2,600      {SQUID}YEŞİL                            
  99.      42151 vito212223                          2,555      [ RDSR ] Vile                           
 100.      41889 eymen75                             2,500      [COP] Emre Bulut                        

Rece_Money:
 Rank    User ID Username                       Rece_Money      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      29639 13brotary                         501,680      13brotary                               
   2.      40659 cgtyksy55                         175,009      Redﾉ CCTV                               
   3.      46087 yetkinbaba                        147,510      Redﾉ Lancer                             
   4.      35012 badkapp62                         113,187      Redﾉ Badkapp                            
   5.      44271 balangenmarty                     104,298      •FG• CASHINO                            
   6.      37942 isaac68ea                          87,239      Redﾉ Newton, Isaac                      
   7.      42317 eetz1                              48,142      V M . Eetzi                             
   8.      22120 theponczek                         37,782      [ RDSR ] Ponczek                        
   9.      46415 aleksis1                           32,015      [P R ] MarizzP                          
  10.      32120 franiupl                           30,745      Frank                                   
  11.      45351 mrconfidence                       27,277      WhiteLine License                       
  12.       3895 Piggy501                           22,639      [TC] ›Nick‹                             
  13.      16012 tnt25                              21,708      [6S] Adamo                              
