May 2025

Driven_distance:
 Rank    User ID Username                  Driven_distance      Nickname                                
  84.      26253 lucasazedo                            700      Redﾉ Lucas                              
  85.      42979 firatrobert_07                        700      [PACT] Robert [G29]                     
  86.      44378 theshadowxps                          700      The Shadow XPS                          
  87.      39074 tpebomah                              700      [ DS ] ﾏubik                            
  88.      36474 akumaz                                688      ηgμ ｫ npc                               
  89.      43773 tristled                              600      Tristl ed                               
  90.      44776 skrwar                                600      skr war kürtdöven                       
  91.      17601 bmw93                                 580      [TC] ›Tupex‹                            
  92.      42317 eetz1                                 577      V M . Eetzi                             
  93.      42332 ozanerkaya                            576      [LOS] Boom                              
  94.      46169 grassic                               550      ηgμ ｫ grassic                           
  95.      32674 vajtusbat                             500      KEBAP                                   
  96.      34661 .w.                                   500      Redﾉ ßêÑ ｯ                              
  97.      22041 chris is awesome                      500      H A I Y A A                             
  98.      47268 mertcanugr                            500      ShaW (T300RSGT)                         
  99.      15602 isakey311                             500      Ikey nemo                               
 100.      43187 joe mama1256                          451      SG ﾏ Doofus (G29)                       

Rece_Money:
 Rank    User ID Username                       Rece_Money      Nickname                                
--------------------------------------------------------------------------------------------------------
   1.      29639 13brotary                         501,000      13brotary                               
   2.      37942 isaac68ea                          15,784      Redﾉ Newton, Isaac                      
   3.      40866 01alperen001                        5,252      [ RDSR ] Ali                            
   4.      39867 racing101                           4,872      SMOKEY                                  
   5.      44045 sirac.54_                           4,798      [PACT] Muffin                           
   6.      41376 glenn quagmire                      3,896      Glenn Quagmire                          
   7.      45440 buntidondo                          3,884      [PACT] Ahmed                            
   8.      47305 griffin20069                        3,750      [ LCS- ﾏ] Girfen                        
   9.      42795 acidboy                             3,395      ηgμ ｫ adac[MED]                         
  10.      12846 DJmad                               3,303      insurance fraud.                        
  11.      46087 yetkinbaba                          3,203      Redﾉ Lancer                             
  12.      40193 benray12345                         3,199      SO • Benray                             
  13.      23031 ali_dk                              3,079      Meysam                                  
