Date (GMT) | ID    | Username             | Nick                                | Daily XP's | Total XP | Daily Fines Earned ($) | Total Fines Earned ($) | Daily Playing Time (hours) | Total Playing Time (hours) | Daily Driven Distance (km) | Total Driven Distance (km) | Daily Time Spent Chasing (hours) | Total Time Spent Chasing (hours) | Daily Driven Distance Chasing (km) | Total Driven Distance Chasing (km) | Daily Time Spent Speed Trapping (minutes) | Total Time Spent Speed Trapping (minutes) | Daily Roadblocks Placed | Total Roadblocks Placed
2025-03-23 | 43444 | slyvute              | [PACT] Trax [COP]                   |        152 |   20,899 |                    838 |                 74,545 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 43548 | suskun068            | S>[COP]TopRat                       |        148 |   32,811 |                      0 |                 91,748 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 28938 | speeddemonn          | RDP•Speed![COP]                     |        146 |  178,050 |                  1,037 |                659,478 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 40877 | sametttpe            | dﾞ[COP]ﾏ`samet                      |        138 |  284,771 |                    566 |                848,886 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 31914 | davidslv             | [COP] Supreme                       |        118 |   38,382 |                    670 |                166,969 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 41544 | yasso7up             | tBug [COP]                          |        105 |   84,582 |                    188 |                353,252 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 35257 | inacio_block         | VM.Thunder[COP]                     |        104 |  143,306 |                    367 |                359,595 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 23031 | ali_dk               | [COP]CityRamming                    |         74 |  284,198 |                    552 |                883,360 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 46396 | smirdaboli           | Swim>7.62mm [COP]                   |         74 |    1,790 |                    985 |                  9,410 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 42151 | vito212223           | RDP•Vile[COP]                       |         68 |   19,248 |                    737 |                 98,756 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 37117 | kr4d3c7f2            | VM.KT[COP]                          |         59 |   34,348 |                    330 |                 86,998 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 23253 | king_badr            | VM.BADR[COP]                        |         50 |   72,080 |                     84 |                374,416 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 38959 | igor santos_fr       | ｢ﾏｧ｣IGOR [COP]                      |          0 |   11,528 |                      0 |                 34,547 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 44123 | kaelo_fx             | [COP]TourGSP                        |          0 |   22,255 |                     90 |                148,910 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 5     | RacerAsh3            | [TC]›Ash‹[COP]                      |          0 |  100,082 |                      0 |                392,366 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 44045 | sirac.54_            | [PACT] Muff [COP]                   |          0 |   81,644 |                      0 |                369,088 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 41297 | mrjoao007            | [COP] MONTANELAS                    |          0 |   15,442 |                    125 |                 72,137 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 3895  | Piggy501             | [TC]›Nick‹[COP]                     |          0 |  177,984 |                      0 |                884,870 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 31993 | aplastador200        | [COP] Aplazt                        |          0 |  163,273 |                      0 |                475,048 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 18089 | enesaky1             | [6S] dymZ [COP]                     |          0 |  169,712 |                     54 |                285,158 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 33219 | ines1                | [COP] KUTX                          |          0 |    3,393 |                      0 |                 18,696 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
2025-03-23 | 41889 | eymen75              | [COP] Emre Bulut                    |          0 |   20,487 |                      0 |                 74,209 |                          0 |                          0 |                          0 |                          0 |                                0 |                                0 |                                  0 |                                  0 |                                         0 |                                         0 |                       0 |                       0
-----------+-------+----------------------+-------------------------------------+------------+----------+------------------------+------------------------+----------------------------+----------------------------+----------------------------+----------------------------+----------------------------------+----------------------------------+------------------------------------+------------------------------------+-------------------------------------------+-------------------------------------------+-------------------------+------------------------
2025-03-24 | 23031 | ali_dk               | [COP]CityRamming                    |        572 |  284,810 |                  2,843 |                886,563 |                          2 |                      1,489 |                        113 |                     69,898 |                                1 |                              499 |                                 89 |                             43,448 |                                         0 |                                     1,140 |                       0 |                       0
2025-03-24 | 39867 | racing101            | SMOKEY [COP]                        |        420 |  105,158 |                  3,209 |                502,913 |                        417 |                        417 |                     29,127 |                     29,127 |                              209 |                              209 |                             20,917 |                             20,917 |                                       240 |                                       240 |                       0 |                       0
2025-03-24 | 21218 | khaledalshihry       | VM.K3s[COP]                         |        396 |  330,726 |                  2,045 |              1,223,733 |                          2 |                      1,542 |                         85 |                     74,802 |                                1 |                              615 |                                 68 |                             59,711 |                                         0 |                                     1,380 |                       0 |                       0
2025-03-24 | 30933 | kentwolf             | [6S] Feb [COP]                      |        390 |  257,830 |                    954 |                599,211 |                          2 |                      1,607 |                        126 |                     78,532 |                                1 |                              496 |                                 83 |                             46,204 |                                         0 |                                       360 |                       0 |                       0
2025-03-24 | 38196 | laurynas683          | VM.DejaVu[COP]                      |        287 |  239,312 |                  2,266 |                744,477 |                          1 |                        901 |                         53 |                     53,598 |                                1 |                              431 |                                 40 |                             42,682 |                                         0 |                                     3,060 |                       0 |                       0
2025-03-24 | 46087 | yetkinbaba           | [COP]LancerBoobs                    |        266 |   43,237 |                  1,873 |                163,498 |                          2 |                        223 |                         82 |                      9,055 |                                1 |                               73 |                                 70 |                              6,895 |                                         0 |                                       300 |                       0 |                       0
2025-03-24 | 24153 | dmo3_al7zn           | [COP] KooKoo                        |        248 |  140,866 |                  2,119 |              1,203,264 |                          1 |                      1,387 |                         41 |                     16,245 |                                0 |                              107 |                                 35 |                             10,218 |                                         0 |                                       180 |                       0 |                       0
2025-03-24 | 37942 | isaac68ea            | RedﾉBob[COP]                        |        230 |   94,108 |                    485 |                142,027 |                          1 |                        405 |                         17 |                     21,197 |                                0 |                              175 |                                 15 |                             17,808 |                                         0 |                                       420 |                       0 |                       0
2025-03-24 | 45440 | buntidondo           | [PACT] A7m [COP]                    |        224 |   10,675 |                  1,570 |                 22,919 |                          3 |                        107 |                         62 |                      3,465 |                                1 |                               21 |                                 29 |                              1,802 |                                         0 |                                        46 |                       0 |                       0
2025-03-24 | 42317 | eetz1                | VM.Eetzi[COP]                       |        224 |    9,629 |                  1,031 |                 28,201 |                          1 |                         43 |                         45 |                      2,191 |                                0 |                               16 |                                 34 |                              1,555 |                                         0 |                                       120 |                       0 |                       0
2025-03-24 | 44123 | kaelo_fx             | [COP]TourGSP                        |        192 |   22,447 |                    607 |                149,617 |                          2 |                        200 |                        112 |                      9,811 |                                0 |                               47 |                                 63 |                              3,468 |                                         0 |                                        57 |                       0 |                       0
2025-03-24 | 37117 | kr4d3c7f2            | VM.KT[COP]                          |        168 |   34,556 |                    218 |                 87,638 |                          0 |                        147 |                         37 |                      8,494 |                                0 |                               63 |                                 34 |                              6,204 |                                         0 |                                       300 |                       0 |                       0
2025-03-24 | 31993 | aplastador200        | [COP] Aplazt                        |        168 |  163,489 |                    803 |                475,851 |                          1 |                        813 |                         78 |                     48,999 |                                1 |                              353 |                                 71 |                             33,581 |                                         0 |                                       780 |                       0 |                       0
2025-03-24 | 26188 | rapidfiregaming      | RedﾉBas[COP]                        |        158 |   56,043 |                  1,781 |                183,712 |                          1 |                        287 |                         40 |                     10,879 |                                0 |                               77 |                                 22 |                              7,895 |                                         0 |                                        60 |                       0 |                       0
2025-03-24 | 42875 | posyda               | [COP] дβo Jaber                     |        151 |   40,450 |                    358 |                158,498 |                          0 |                        189 |                         37 |                     11,600 |                                0 |                               81 |                                 23 |                              8,134 |                                         0 |                                         0 |                       0 |                       0
2025-03-24 | 16012 | tnt25                | [6S] Adamo [COP]                    |        148 |   78,317 |                    459 |                244,569 |                          0 |                        378 |                         15 |                     21,023 |                                0 |                              158 |                                 12 |                             14,507 |                                         0 |                                       120 |                       0 |                       0
2025-03-24 | 1238  | Rascar13             | [TC]›Ras‹[COP]                      |        144 |  159,340 |                    293 |                754,582 |                          0 |                      3,930 |                         20 |                     43,926 |                                0 |                              280 |                                 12 |                             26,200 |                                         0 |                                       660 |                       0 |                       0
2025-03-24 | 44109 | zoniix               | [PACT]artzs[COP]                    |        108 |    8,209 |                      0 |                 24,162 |                          1 |                         42 |                         38 |                      2,240 |                                0 |                               12 |                                 37 |                              1,223 |                                         0 |                                         5 |                       0 |                       0
2025-03-24 | 44271 | balangenmarty        | •FG•CASHINO[COP]                    |        102 |   52,890 |                    574 |                216,097 |                          0 |                        244 |                          9 |                     12,077 |                                1 |                               93 |                                  5 |                              8,281 |                                         0 |                                        60 |                       0 |                       0
2025-03-24 | 42979 | firatrobert_07       | Robert [COP]                        |        100 |   62,582 |                    380 |                311,076 |                          1 |                        255 |                         23 |                     15,233 |                                1 |                              119 |                                 18 |                             11,996 |                                         0 |                                        60 |                       0 |                       0
2025-03-24 | 22001 | lavezzi              | [COP]Panda                          |         82 |  162,092 |                      0 |                558,702 |                          0 |                        822 |                         22 |                     39,160 |                                0 |                              218 |                                 12 |                             20,910 |                                         0 |                                        60 |                       0 |                       0
2025-03-24 | 27293 | J--                  | VM.Jan[COP]                         |         78 |  243,257 |                    147 |                704,495 |                          0 |                      1,071 |                         12 |                     54,380 |                                0 |                              456 |                                 12 |                             43,968 |                                         0 |                                     1,080 |                       0 |                       0
2025-03-24 | 26468 | shadowfast           | [6S] Hakou [COP]                    |         74 |  418,125 |                     95 |              1,076,124 |                          1 |                      3,184 |                          7 |                     96,531 |                                0 |                              775 |                                  5 |                             77,884 |                                         0 |                                       360 |                       0 |                       0
2025-03-24 | 40818 | dmrzn                | [6S] Dmrzn [COP]                    |         70 |  131,047 |                    385 |                441,422 |                          1 |                        563 |                         14 |                     28,803 |                                0 |                              240 |                                 13 |                             24,223 |                                         0 |                                        60 |                       0 |                       0
2025-03-24 | 29892 | xseap-on             | EmRﾞ99[COP]                         |         60 |   43,284 |                    480 |                161,965 |                          1 |                        229 |                          9 |                      9,948 |                                0 |                               76 |                                  6 |                              7,908 |                                         0 |                                       360 |                       0 |                       0
2025-03-24 | 40866 | 01alperen001         | RDP•Ali[COP]                        |         43 |  159,598 |                      0 |                456,321 |                          1 |                        791 |                         21 |                     42,002 |                                0 |                              316 |                                 17 |                             35,156 |                                         0 |                                       660 |                       0 |                       0
2025-03-24 | 41544 | yasso7up             | tBug [COP]                          |         35 |   84,617 |                      0 |                353,252 |                          1 |                        457 |                         28 |                     20,050 |                                0 |                              154 |                                 23 |                             14,468 |                                         0 |                                       600 |                       0 |                       0
2025-03-24 | 42936 | 3xb                  | [COP] QS.5osy                       |         20 |   10,699 |                     23 |                 21,793 |                          0 |                         75 |                          6 |                      3,662 |                                0 |                               17 |                                  1 |                              1,567 |                                         0 |                                         7 |                       0 |                       0
2025-03-24 | 44045 | sirac.54_            | [PACT] Muff [COP]                   |          0 |   81,710 |                      0 |                369,231 |                          0 |                        377 |                          0 |                     18,620 |                                0 |                              147 |                                  0 |                             14,424 |                                         0 |                                       480 |                       0 |                       0
2025-03-24 | 39413 | baboulinet4          | Baboulinet [COP]                    |          0 |  141,014 |                      0 |                314,491 |                          0 |                        610 |                         20 |                     42,169 |                                0 |                              287 |                                 20 |                             32,488 |                                         0 |                                         6 |                       0 |                       0
2025-03-24 | 42332 | ozanerkaya           | [PACT] Boom [COP]                   |          0 |   53,229 |                      0 |                187,810 |                          0 |                        215 |                          0 |                     12,986 |                                0 |                               98 |                                  0 |                             10,291 |                                         0 |                                        20 |                       0 |                       0
-----------+-------+----------------------+-------------------------------------+------------+----------+------------------------+------------------------+----------------------------+----------------------------+----------------------------+----------------------------+----------------------------------+----------------------------------+------------------------------------+------------------------------------+-------------------------------------------+-------------------------------------------+-------------------------+------------------------
2025-03-25 | 39867 | racing101            | SMOKEY [COP]                        |        684 |  105,842 |                  3,104 |                506,017 |                          3 |                        420 |                        162 |                     29,289 |                                1 |                              210 |                                142 |                             21,059 |                                         0 |                                       240 |                       0 |                       0
2025-03-25 | 21218 | khaledalshihry       | VM.K3s[COP]                         |        548 |  331,274 |                  2,306 |              1,226,039 |                          2 |                      1,544 |                         72 |                     74,874 |                                1 |                              616 |                                 56 |                             59,767 |                                         0 |                                     1,380 |                       0 |                       0
2025-03-25 | 46087 | yetkinbaba           | [COP]LancerBoobs                    |        369 |   43,606 |                    436 |                163,934 |                          2 |                        225 |                         88 |                      9,145 |                                1 |                               74 |                                 79 |                              6,974 |                                         0 |                                       300 |                       0 |                       0
2025-03-25 | 26188 | rapidfiregaming      | RedﾉBas[COP]                        |        324 |   56,367 |                  1,310 |                185,022 |                          0 |                        287 |                         69 |                     10,949 |                                1 |                               78 |                                 58 |                              7,953 |                                         0 |                                        60 |                       0 |                       0
2025-03-25 | 37117 | kr4d3c7f2            | VM.KT[COP]                          |        306 |   34,888 |                  2,016 |                 90,014 |                          1 |                        149 |                         90 |                      8,593 |                                1 |                               64 |                                 81 |                              6,290 |                                         0 |                                       300 |                       0 |                       0
2025-03-25 | 44145 | zolon                | zolon[COP]                          |        264 |   22,158 |                  1,727 |                116,730 |                          1 |                         94 |                         77 |                      6,446 |                                1 |                               36 |                                 49 |                              3,660 |                                         0 |                                        14 |                       0 |                       0
2025-03-25 | 26468 | shadowfast           | [6S] Hakou [COP]                    |        214 |  418,339 |                    580 |              1,076,704 |                          1 |                      3,185 |                         81 |                     96,612 |                                0 |                              775 |                                 76 |                             77,960 |                                         0 |                                       360 |                       0 |                       0
2025-03-25 | 40818 | dmrzn                | [6S] Dmrzn [COP]                    |        192 |  131,239 |                  1,971 |                443,453 |                          1 |                        564 |                         43 |                     28,851 |                                0 |                              240 |                                 39 |                             24,265 |                                         0 |                                        60 |                       0 |                       0
2025-03-25 | 16346 | minniyer             | [TC]›Dale‹[COP]                     |        168 |   40,324 |                    486 |                247,109 |                          1 |                        622 |                         96 |                      9,071 |                                1 |                               55 |                                 92 |                              5,584 |                                         0 |                                       240 |                       0 |                       0
2025-03-25 | 11969 | Garypants            | [TC]›Carl‹[COP]                     |        168 |  452,265 |                    495 |              1,780,841 |                          1 |                      3,912 |                         39 |                     82,728 |                                0 |                              595 |                                 37 |                             58,626 |                                         0 |                                       240 |                       0 |                       0
2025-03-25 | 19071 | pcpaultje2           | RedﾉTT[COP]                         |        168 |   38,098 |                    370 |                 56,850 |                          1 |                        173 |                         36 |                     10,567 |                                1 |                               58 |                                 14 |                              5,849 |                                         0 |                                       180 |                       0 |                       0
2025-03-25 | 35257 | inacio_block         | VM.Thunder[COP]                     |        162 |  143,468 |                      0 |                359,595 |                          0 |                        585 |                         41 |                     35,184 |                                1 |                              265 |                                 30 |                             23,868 |                                         0 |                                       480 |                       0 |                       0
2025-03-25 | 40877 | sametttpe            | dﾞ[COP]ﾏ`samet                      |        152 |  284,923 |                    232 |                849,118 |                          1 |                      1,141 |                         19 |                     69,644 |                                0 |                              583 |                                 19 |                             62,983 |                                         0 |                                       900 |                       0 |                       0
2025-03-25 | 22001 | lavezzi              | [COP]Panda                          |        130 |  162,222 |                    869 |                559,731 |                          0 |                        822 |                         21 |                     39,184 |                                0 |                              218 |                                 15 |                             20,926 |                                         0 |                                        60 |                       0 |                       0
2025-03-25 | 30580 | dezign               | RDP•Robis [COP]                     |        124 |  166,594 |                      0 |                524,381 |                          1 |                        788 |                         73 |                     40,128 |                                0 |                              322 |                                 65 |                             30,624 |                                         0 |                                       780 |                       0 |                       0
2025-03-25 | 43110 | jibalonskis          | Swim>Jibal[COP]                     |        104 |   29,339 |                  1,228 |                219,498 |                          0 |                        123 |                         24 |                      7,613 |                                0 |                               55 |                                 19 |                              5,271 |                                         0 |                                       240 |                       0 |                       0
2025-03-25 | 28094 | cem.demir.35         | [LOS] Yeux [COP]                    |         96 |    8,433 |                    918 |                 29,894 |                          0 |                         48 |                         14 |                      2,833 |                                1 |                               16 |                                  9 |                              1,324 |                                         0 |                                        60 |                       0 |                       0
2025-03-25 | 27293 | J--                  | VM.Jan[COP]                         |         60 |  243,317 |                     61 |                704,556 |                          0 |                      1,071 |                         12 |                     54,392 |                                0 |                              456 |                                 10 |                             43,978 |                                         0 |                                     1,080 |                       0 |                       0
2025-03-25 | 39413 | baboulinet4          | Baboulinet [COP]                    |         58 |  141,154 |                    542 |                315,333 |                          0 |                        610 |                         19 |                     42,194 |                                0 |                              287 |                                 15 |                             32,509 |                                         0 |                                         6 |                       0 |                       0
2025-03-25 | 42332 | ozanerkaya           | [PACT] Boom [COP]                   |         56 |   53,285 |                    127 |                187,937 |                          0 |                        215 |                         19 |                     13,005 |                                0 |                               98 |                                 17 |                             10,308 |                                         0 |                                        20 |                       0 |                       0
2025-03-25 | 40866 | 01alperen001         | RDP•Ali[COP]                        |         42 |  159,640 |                      0 |                456,321 |                          1 |                        792 |                         11 |                     42,021 |                                0 |                              316 |                                 10 |                             35,175 |                                         0 |                                       660 |                       0 |                       0
2025-03-25 | 32361 | szymon3211           | [6S] Hams [COP]                     |         38 |  527,051 |                    980 |              1,483,399 |                          0 |                      2,447 |                         20 |                    142,862 |                                0 |                            1,082 |                                  8 |                            113,905 |                                         0 |                                        60 |                       0 |                       0
2025-03-25 | 30184 | junioreyizz          | hib[COP]                            |          0 |   75,150 |                    350 |                230,059 |                          0 |                        344 |                         24 |                     18,316 |                                0 |                              144 |                                 16 |                             14,140 |                                         0 |                                        60 |                       0 |                       0
2025-03-25 | 45440 | buntidondo           | [PACT] A7m [COP]                    |          0 |   10,675 |                      0 |                 22,919 |                          1 |                        108 |                          0 |                      3,465 |                                0 |                               21 |                                  0 |                              1,802 |                                         0 |                                        46 |                       0 |                       0
2025-03-25 | 41544 | yasso7up             | tBug [COP]                          |          0 |   84,648 |                      0 |                353,252 |                          0 |                        457 |                          0 |                     20,057 |                                0 |                              154 |                                  0 |                             14,469 |                                         0 |                                       600 |                       0 |                       0
2025-03-25 | 31598 | spankyjack3          | RﾉPD FATHER[COP]                    |          0 |   14,950 |                      0 |                 37,124 |                          1 |                        100 |                         34 |                      5,718 |                                0 |                               23 |                                  0 |                              2,234 |                                         0 |                                       300 |                       0 |                       0
